Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *42695*, maximize the value without exceeding the total weight.

---

value,weight
609,324
461,117
139,855
259,260
364,961
512,850
420,242
106,44
777,258
985,459
794,808
930,924
782,521
777,733
242,993
739,13
193,642
177,833
781,54
680,975
308,842
318,216
23,777
655,447
956,313
61,201
371,71
742,456
69,98
751,776
848,734
911,964
215,112
678,582
358,505
860,538
420,769
654,229
641,921
34,383
951,156
132,506
356,963
146,398
381,724
90,755
39,62
899,786
983,964
272,441
210,443
769,817
198,682
20,693
127,437
441,240
149,758
979,499
331,809
482,139
411,841
45,227
988,132
836,115
949,168
140,421
348,753
884,479
31,73
164,258
76,354
134,214
772,59
228,136
353,420
289,753
145,599
796,364
355,301
110,867
358,194
861,486
984,255
241,994
644,242
291,858
933,676
654,565
135,143
413,604
797,9
548,205
540,529
563,760
303,813
733,110
156,886
215,913
107,57
611,661

---

Please maximize the value and give me the answer.
