Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *52634*, maximize the value without exceeding the total weight.

---

value,weight
578,748
659,408
892,326
744,239
150,928
965,982
326,993
704,672
75,161
751,814
347,496
335,791
951,376
254,832
643,393
928,801
130,905
406,492
839,341
758,194
102,313
91,380
392,32
364,883
893,921
251,788
220,262
844,500
606,410
925,379
961,918
636,600
288,680
515,465
80,568
1,453
669,600
771,833
27,664
752,427
816,83
530,246
398,306
879,58
751,667
831,743
217,470
473,950
777,731
374,28
291,835
71,492
327,25
337,760
120,901
822,916
295,957
128,335
972,328
559,630
644,553
90,143
38,532
890,639
999,328
657,672
357,889
130,571
977,352
138,526
85,290
659,218
741,146
146,891
235,788
910,813
674,743
753,863
372,117
900,423
39,914
690,586
546,279
798,606
333,722
225,574
718,572
987,8
552,614
947,319
438,817
410,889
142,921
977,356
96,340
555,713
461,173
116,309
141,224
257,384

---

Please maximize the value and give me the answer.
