Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *38663*, maximize the value without exceeding the total weight.

---

value,weight
140,323
576,596
390,790
582,75
687,248
763,217
479,249
253,179
828,817
28,922
397,471
861,691
409,888
444,508
5,416
358,804
780,145
12,688
264,749
667,582
999,809
369,463
130,144
10,918
247,296
712,608
390,742
89,903
720,953
642,463
883,397
866,851
106,335
297,597
697,592
287,273
375,264
793,108
868,240
237,798
282,35
663,753
47,26
597,125
328,299
421,66
610,173
790,873
58,475
715,496
237,18
212,888
481,809
839,396
818,492
436,599
840,925
998,970
694,680
181,714
278,248
640,58
815,363
279,50
32,23
439,332
767,864
87,862
946,440
279,609
623,369
185,157
623,722
399,951
740,739
852,256
332,726
215,691
686,388
345,330
641,833
112,197
795,742
76,273
103,801
358,561
32,803
361,564
498,758
120,403
448,184
487,124
591,232
470,239
282,340
104,765
863,325
946,688
622,856
206,924

---

Please maximize the value and give me the answer.
