Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *22122*, maximize the value without exceeding the total weight.

---

value,weight
880,546
961,966
786,540
390,77
548,854
459,820
692,511
302,118
337,383
349,492
401,758
317,653
493,118
948,958
777,511
406,247
664,183
804,386
821,147
860,928
292,271
49,146
974,326
306,425
539,951
473,482
282,540
682,106
836,352
955,585
191,188
698,638
166,214
49,447
654,350
999,475
387,422
305,615
233,486
926,233
430,513
328,508
740,808
413,272
501,153
989,349
223,988
999,532
415,729
148,722
209,777
797,706
917,719
807,734
558,787
692,290
429,411
238,77
426,254
797,372
778,703
136,453
68,130
760,45
797,222
519,902
947,951
896,537
479,894
184,44
355,112
57,40
355,256
472,473
337,362
4,203
472,541
447,197
34,747
378,53
173,40
784,168
856,45
836,220
979,792
263,252
796,514
441,470
454,868
1,637
756,727
152,927
388,895
223,250
446,866
25,823
323,915
858,491
971,934
399,726

---

Please maximize the value and give me the answer.
