Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *37032*, maximize the value without exceeding the total weight.

---

value,weight
345,183
218,963
755,9
655,106
661,67
876,361
21,876
839,763
578,260
510,377
162,467
870,890
150,907
173,75
146,884
431,132
57,388
261,231
238,640
101,5
157,124
194,695
503,715
203,342
524,420
882,591
995,329
139,375
989,397
540,686
272,993
203,715
703,763
722,292
231,395
288,576
988,891
562,556
706,779
647,174
223,806
745,9
5,301
150,637
574,150
286,314
504,729
888,977
312,310
701,479
858,622
150,831
366,276
952,355
575,400
861,351
350,80
503,594
355,259
806,265
523,956
561,298
797,959
417,370
78,67
184,523
52,196
321,342
472,435
545,169
588,165
858,645
732,917
313,606
954,855
53,1000
129,594
400,522
27,392
475,386
126,501
1,573
617,626
549,649
900,269
768,521
37,871
778,299
783,73
490,298
917,132
241,284
141,516
728,55
247,911
34,244
956,152
843,256
268,51
928,939

---

Please maximize the value and give me the answer.
