Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *2768*, maximize the value without exceeding the total weight.

---

value,weight
152,415
460,464
434,874
874,895
379,748
407,437
963,429
145,543
544,861
64,878
9,355
57,383
205,716
472,184
313,28
426,128
488,725
432,940
212,889
39,530
275,53
781,723
926,876
958,754
123,940
884,116
842,658
621,755
252,253
158,395
183,993
134,663
470,667
421,313
301,548
139,413
355,724
957,648
176,700
817,434
910,223
171,157
475,6
33,145
620,935
241,294
406,913
98,629
494,495
671,652
209,110
824,596
637,757
595,424
990,488
296,339
708,713
498,654
874,52
113,606
794,916
876,678
147,775
35,974
292,275
899,384
195,796
555,594
278,716
203,829
283,517
629,513
291,454
67,459
320,655
720,652
152,482
451,383
362,840
997,238
989,533
708,849
727,834
80,797
315,693
586,997
308,351
877,376
422,946
588,671
68,444
755,648
235,260
530,387
238,272
316,537
843,945
502,420
186,460
186,144

---

Please maximize the value and give me the answer.
