Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *3911*, maximize the value without exceeding the total weight.

---

value,weight
357,627
750,831
799,93
947,574
353,215
872,933
505,56
731,127
294,952
546,333
422,351
66,934
298,735
201,103
454,848
499,808
117,320
681,483
186,780
825,953
433,16
254,955
299,95
503,178
400,416
54,99
447,597
671,227
521,697
56,618
572,941
823,527
67,95
494,656
835,351
140,68
968,351
374,96
14,239
875,810
851,994
253,765
81,281
938,657
866,786
106,190
300,821
548,733
748,682
9,635
830,362
762,539
522,872
708,383
747,748
721,443
866,868
651,278
535,279
738,509
39,624
797,918
481,371
173,294
338,319
644,575
480,128
141,74
804,359
469,389
600,313
654,1
400,649
981,114
534,419
921,396
301,998
284,214
351,196
127,294
474,553
949,225
549,718
905,173
112,161
644,957
313,67
294,759
707,909
958,566
537,392
509,808
137,544
788,555
555,843
894,664
936,124
47,988
832,655
908,159

---

Please maximize the value and give me the answer.
