Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *12866*, maximize the value without exceeding the total weight.

---

value,weight
942,840
191,276
288,410
36,707
842,428
961,202
810,525
596,36
791,205
787,770
607,380
531,835
747,204
282,508
951,357
996,125
190,837
826,744
787,833
130,142
378,205
151,640
188,412
664,719
769,917
423,296
320,530
376,352
138,710
89,311
261,866
256,412
652,12
639,829
684,524
501,945
297,60
583,373
687,124
980,63
444,271
38,650
826,286
315,78
43,303
651,971
13,210
133,706
213,751
682,184
263,927
35,200
483,973
445,788
292,249
682,8
163,745
276,371
152,700
843,874
160,221
326,763
722,944
646,563
611,580
117,724
785,821
598,303
309,628
414,98
97,790
455,574
409,878
814,399
815,704
130,209
846,147
637,555
696,569
552,979
387,966
286,238
478,19
154,130
545,262
101,10
994,768
503,820
476,450
415,587
706,77
30,765
138,301
685,856
52,272
767,485
441,793
320,393
353,828
237,604

---

Please maximize the value and give me the answer.
