Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *20680*, maximize the value without exceeding the total weight.

---

value,weight
117,475
30,583
407,101
595,366
601,215
880,829
257,904
779,599
838,200
386,581
574,415
946,902
10,79
489,823
494,224
259,240
757,344
305,299
522,12
641,81
977,992
750,683
579,887
919,578
632,352
782,867
423,661
879,515
297,113
160,138
412,997
319,911
323,359
902,56
939,743
644,516
160,519
118,72
910,407
107,482
899,322
165,645
825,257
954,249
658,98
258,206
436,525
804,325
260,706
473,755
966,922
274,819
146,784
228,815
43,620
489,435
114,100
579,830
455,447
546,917
287,288
293,622
105,939
837,406
706,135
28,519
728,936
77,226
428,903
653,925
72,169
6,65
136,513
645,810
910,835
601,364
525,158
780,534
351,388
471,590
202,353
5,713
213,278
185,469
384,209
444,685
785,731
254,999
531,589
966,846
817,832
645,608
289,976
356,267
163,723
518,216
488,908
767,708
32,191
956,695

---

Please maximize the value and give me the answer.
