Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *17278*, maximize the value without exceeding the total weight.

---

value,weight
706,52
99,552
28,662
448,655
654,928
949,190
822,649
608,80
339,665
423,318
395,72
575,503
175,688
678,688
211,289
760,585
850,505
158,212
871,229
422,586
14,713
451,572
832,448
532,731
77,401
443,900
916,134
428,924
758,226
365,339
633,806
292,832
128,504
403,665
872,136
641,557
933,264
931,529
235,328
288,731
368,779
354,134
262,706
495,226
167,43
527,63
297,62
609,118
753,683
798,788
371,67
399,932
727,201
649,896
528,453
286,580
799,141
920,583
132,992
295,462
796,873
450,439
790,748
562,415
615,696
537,784
509,273
906,267
377,264
122,806
789,578
307,90
917,770
818,499
483,956
550,877
226,775
761,871
20,381
212,479
231,314
226,610
570,159
886,366
789,274
625,118
774,596
67,880
608,958
579,407
526,937
138,289
838,409
841,932
880,580
659,609
653,253
676,573
741,800
513,664

---

Please maximize the value and give me the answer.
