Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *23229*, maximize the value without exceeding the total weight.

---

value,weight
381,616
273,737
791,947
199,520
304,461
164,966
656,270
46,880
685,198
509,311
206,756
654,288
290,341
93,481
942,333
215,473
541,598
221,901
713,778
572,403
128,710
874,204
99,949
371,683
416,893
313,477
799,403
130,596
25,166
371,876
988,738
27,160
483,356
858,346
66,853
216,126
592,397
562,97
845,549
494,691
627,672
904,142
176,567
950,658
465,672
62,999
971,506
815,134
931,8
692,365
318,743
893,805
330,542
944,153
243,657
69,324
265,778
407,735
431,997
222,791
527,173
777,199
296,760
256,151
577,236
984,65
24,845
640,363
987,893
272,14
560,710
282,986
176,655
560,692
957,400
189,117
189,811
176,376
31,297
754,71
786,46
865,626
228,555
877,462
128,182
615,22
681,536
130,265
883,307
241,152
697,709
952,529
688,989
191,972
219,625
217,82
688,642
491,13
519,549
639,65

---

Please maximize the value and give me the answer.
