Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *997*, maximize the value without exceeding the total weight.

---

value,weight
946,204
819,448
420,654
800,863
406,928
941,294
70,801
560,608
795,769
583,70
595,8
695,183
463,696
742,616
171,561
352,801
858,481
182,396
887,997
606,458
470,737
955,844
552,656
764,331
493,465
363,132
588,70
220,636
982,810
261,171
793,398
796,800
872,240
347,617
768,744
785,109
741,448
187,553
339,160
408,59
320,451
442,902
518,730
127,634
23,731
375,47
513,358
1,526
593,659
686,668
235,507
239,652
751,289
129,464
232,581
518,588
551,909
992,31
212,472
487,54
548,209
954,87
166,180
898,303
599,880
153,840
261,465
970,115
753,720
938,270
317,722
955,378
181,906
154,803
107,892
518,557
2,615
265,551
20,837
868,183
503,866
818,122
906,599
254,422
517,226
177,38
302,284
459,640
784,630
571,775
246,497
2,489
686,977
273,572
272,700
387,57
101,117
604,853
541,264
465,128

---

Please maximize the value and give me the answer.
