Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *15579*, maximize the value without exceeding the total weight.

---

value,weight
206,981
786,430
672,256
640,213
897,322
245,691
857,539
863,317
638,203
910,500
591,721
239,869
379,466
886,166
399,466
952,358
974,91
742,698
978,599
61,112
177,275
275,161
708,474
468,824
201,458
602,258
48,272
627,433
218,411
300,49
837,255
964,661
812,361
595,767
811,634
73,555
729,290
27,398
622,266
719,272
172,621
777,147
825,948
311,487
850,525
455,764
548,543
792,515
236,53
253,794
615,748
654,186
315,379
161,478
492,934
910,897
314,423
104,924
128,250
519,396
48,754
810,692
913,765
65,308
482,681
73,622
81,378
161,440
868,266
33,835
585,979
731,495
97,372
729,281
862,269
366,962
510,152
33,45
24,478
835,460
619,659
146,151
845,648
494,475
641,235
272,347
890,573
379,86
828,520
690,893
938,954
337,686
537,962
520,561
108,174
466,351
641,527
44,50
192,186
272,326

---

Please maximize the value and give me the answer.
