Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *33443*, maximize the value without exceeding the total weight.

---

value,weight
171,41
356,549
645,131
361,684
767,141
718,731
151,14
497,725
932,542
232,203
804,781
128,388
832,829
903,805
580,662
785,470
243,710
615,57
288,722
663,663
879,214
596,121
361,485
77,648
62,870
852,9
629,275
237,841
911,623
302,792
714,259
149,909
665,53
76,862
97,829
930,658
534,733
188,470
356,973
9,672
161,720
771,635
527,199
232,591
240,40
472,676
578,803
498,211
650,264
703,897
20,912
752,409
176,758
794,869
545,66
455,641
368,162
185,100
709,645
952,707
541,126
875,636
519,929
867,740
896,541
202,757
614,518
683,72
18,805
131,931
374,631
108,47
294,431
307,632
452,449
247,674
883,828
714,196
365,26
309,164
184,127
443,15
331,92
951,795
710,751
482,35
367,953
756,709
937,163
68,68
687,342
227,646
591,30
698,89
33,625
668,30
286,490
309,986
38,269
690,877

---

Please maximize the value and give me the answer.
