Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *43796*, maximize the value without exceeding the total weight.

---

value,weight
109,395
774,239
143,261
67,54
473,567
216,349
385,1000
851,807
126,720
146,277
598,159
266,558
578,743
921,255
406,816
547,240
717,408
241,347
322,36
393,449
793,280
142,627
147,399
719,354
832,904
902,195
239,933
191,947
609,913
816,66
644,933
591,487
179,255
486,480
419,655
76,188
624,95
910,712
254,335
955,842
147,962
709,493
441,721
330,785
698,890
162,54
788,581
364,37
852,242
817,435
318,762
514,915
610,504
156,463
811,956
817,275
986,476
147,158
335,551
258,205
159,960
685,974
865,763
333,222
82,183
604,583
776,648
981,306
540,71
253,877
632,953
710,161
592,809
317,354
974,459
473,668
861,222
524,190
703,204
487,886
970,201
941,945
357,766
633,237
792,281
644,277
817,699
342,359
563,581
654,118
737,992
349,808
841,624
884,483
75,219
926,368
168,612
847,436
656,23
852,999

---

Please maximize the value and give me the answer.
