Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *33626*, maximize the value without exceeding the total weight.

---

value,weight
229,971
310,687
15,757
243,158
849,215
888,725
9,752
827,71
30,448
226,829
374,127
826,222
722,71
777,895
886,952
667,24
397,720
929,115
506,244
809,561
521,968
894,763
507,679
335,330
216,936
862,635
751,77
87,803
721,881
264,306
900,53
167,295
227,623
958,456
43,135
500,964
352,335
862,48
806,575
339,506
947,298
429,877
569,233
322,489
450,410
410,222
220,229
60,917
420,730
937,875
750,482
434,99
122,48
748,247
339,844
257,779
362,684
507,382
375,967
354,677
535,304
437,974
729,155
501,166
722,599
412,111
976,744
13,730
404,799
837,461
896,25
358,129
224,377
309,506
286,251
633,332
749,966
276,206
703,932
815,238
930,801
413,201
877,486
817,413
656,257
244,413
257,43
214,239
3,917
974,478
97,272
781,408
441,408
924,627
771,603
790,768
392,44
487,76
880,79
4,231

---

Please maximize the value and give me the answer.
