Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *38296*, maximize the value without exceeding the total weight.

---

value,weight
582,112
287,580
24,570
508,395
714,428
297,722
586,621
668,244
79,725
547,466
983,124
499,139
667,868
714,940
863,597
284,125
150,549
762,144
939,505
882,510
194,493
895,232
756,924
464,495
617,821
543,624
136,802
688,784
450,510
745,239
493,802
176,988
508,908
223,253
164,788
285,617
761,988
375,13
31,52
828,423
692,263
582,498
442,750
691,614
731,95
555,819
717,266
693,770
805,287
378,864
615,767
275,944
595,341
373,436
60,233
658,496
683,121
844,347
32,452
203,162
32,541
718,467
834,768
142,379
987,980
693,140
833,533
502,383
421,444
14,50
305,222
159,670
513,174
486,943
527,976
650,513
182,211
381,859
696,385
568,275
155,814
222,470
974,859
250,898
305,686
301,602
26,88
591,180
860,794
103,859
978,237
734,965
690,597
213,72
316,768
175,637
121,497
400,121
977,660
485,908

---

Please maximize the value and give me the answer.
