Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *50787*, maximize the value without exceeding the total weight.

---

value,weight
431,818
971,531
249,733
201,682
258,535
22,480
938,104
800,434
775,976
911,633
152,494
672,426
748,599
47,355
808,215
385,27
7,320
823,7
731,324
118,317
586,752
916,438
517,655
429,141
418,863
91,783
737,477
644,990
147,224
989,670
758,468
317,770
253,822
324,12
140,71
218,456
874,927
28,315
639,79
320,885
13,890
106,880
834,65
64,444
715,834
904,393
965,988
289,552
293,10
270,23
400,153
167,591
740,848
826,531
805,771
847,950
779,676
945,993
977,71
336,49
393,671
731,241
266,514
34,745
131,342
122,187
786,431
874,749
485,351
226,496
642,888
236,164
210,897
234,110
855,826
95,727
391,365
482,690
369,667
276,441
300,920
771,44
270,789
191,848
834,760
577,992
603,594
676,155
981,53
835,834
27,799
210,843
442,15
945,78
869,99
99,324
826,900
749,831
689,191
497,723

---

Please maximize the value and give me the answer.
