Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *41664*, maximize the value without exceeding the total weight.

---

value,weight
698,324
195,856
764,822
920,343
526,928
637,358
950,745
680,288
979,537
831,366
771,816
895,807
95,704
110,120
123,529
48,585
810,217
94,260
23,901
174,954
830,1
843,164
752,960
332,507
925,305
563,580
380,406
740,356
70,26
373,619
865,390
212,408
336,48
987,89
352,48
73,229
397,192
723,169
579,256
136,91
616,419
898,630
526,818
871,762
855,835
79,911
1,118
169,830
697,219
494,468
723,907
991,28
839,569
929,544
296,789
262,420
671,517
488,911
12,744
655,750
20,545
842,143
902,924
58,583
991,96
465,200
557,985
162,995
489,80
722,758
349,362
659,186
373,66
138,43
547,580
70,829
562,839
505,527
20,845
228,775
999,514
162,842
714,999
334,134
197,698
825,710
158,916
507,888
992,950
267,679
798,97
842,489
742,705
17,500
792,76
419,113
333,605
756,301
365,632
409,616

---

Please maximize the value and give me the answer.
