Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *27552*, maximize the value without exceeding the total weight.

---

value,weight
555,758
135,151
901,473
493,942
198,35
674,596
174,132
740,270
683,916
787,837
564,442
748,438
608,771
363,103
156,907
213,135
707,276
867,75
663,696
10,745
406,620
472,778
241,827
497,377
878,443
343,59
517,809
384,130
103,940
609,770
546,120
433,966
873,418
504,776
848,419
574,44
46,555
584,831
195,355
132,545
689,406
878,516
654,21
868,56
151,782
876,285
897,432
205,900
593,54
42,299
156,453
291,579
520,708
102,991
273,991
475,34
895,48
373,229
77,611
76,349
157,3
463,213
222,142
454,781
759,410
966,183
462,523
278,633
441,171
334,252
126,244
384,584
966,141
566,314
811,806
643,91
787,577
862,702
693,663
920,645
728,420
775,184
866,441
827,316
318,700
253,508
351,102
152,855
729,217
663,734
927,499
966,167
590,827
573,938
433,911
231,296
358,656
673,283
101,331
525,479

---

Please maximize the value and give me the answer.
