Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *4047*, maximize the value without exceeding the total weight.

---

value,weight
210,697
414,602
804,500
404,369
461,822
577,431
469,167
827,889
994,767
706,152
579,349
755,217
95,958
346,626
619,670
308,682
994,735
98,998
78,411
185,428
269,455
79,365
424,718
568,436
277,358
894,94
964,460
471,717
62,511
472,909
369,139
152,49
384,237
303,555
895,502
357,719
173,326
631,226
626,302
795,268
48,801
829,399
517,40
123,43
830,305
179,488
48,339
12,335
264,961
905,630
587,680
858,638
583,695
197,154
784,266
98,477
702,587
820,936
188,22
163,576
788,94
438,16
357,353
317,400
470,333
109,738
557,22
885,900
312,358
557,359
805,911
231,947
221,48
69,333
154,457
106,310
18,620
13,393
348,746
503,312
735,559
678,35
921,228
946,415
261,199
348,375
198,89
335,906
488,348
846,81
478,374
309,410
437,638
108,277
328,602
86,275
301,499
328,510
380,270
148,498

---

Please maximize the value and give me the answer.
