Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *8827*, maximize the value without exceeding the total weight.

---

value,weight
679,698
947,123
553,565
433,554
138,535
326,64
410,160
328,754
591,856
663,689
976,38
472,802
468,591
679,851
856,247
689,243
55,584
911,143
595,68
550,821
226,488
28,118
317,999
213,613
986,375
243,687
945,789
124,270
411,8
229,222
334,124
549,162
141,14
684,540
556,415
930,984
218,183
492,347
399,983
592,853
365,922
298,152
474,977
672,316
235,730
848,529
477,228
121,248
541,450
462,223
912,105
415,215
652,568
378,451
741,211
103,118
11,68
801,465
825,151
816,1
921,335
843,185
530,770
874,465
387,478
162,827
138,263
34,517
397,991
442,8
610,248
180,4
370,737
898,870
415,786
543,807
831,141
242,714
17,659
916,849
804,920
427,324
110,741
463,136
802,640
929,672
99,962
628,555
125,733
139,282
827,199
370,491
386,287
201,798
349,723
715,268
242,60
597,735
513,823
553,235

---

Please maximize the value and give me the answer.
