Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *14106*, maximize the value without exceeding the total weight.

---

value,weight
148,51
832,292
654,630
110,739
815,248
75,697
351,153
181,971
540,297
268,226
373,727
541,35
841,224
12,76
93,824
70,804
468,81
76,288
112,725
915,214
183,521
977,871
210,632
858,142
47,392
592,280
926,470
777,471
408,153
986,535
651,461
594,275
250,439
713,525
217,680
855,249
911,688
353,468
172,664
389,438
34,43
119,257
783,562
221,589
288,155
517,218
906,117
230,161
466,939
19,168
885,178
620,144
369,441
559,748
50,156
108,759
320,901
430,994
814,928
469,426
406,928
248,354
703,539
783,882
656,623
863,916
719,152
831,134
834,624
679,657
63,585
481,61
519,426
727,55
28,467
980,952
644,662
471,387
686,924
329,386
873,633
176,965
299,902
628,505
343,729
510,969
1000,835
921,556
114,766
432,131
528,24
783,572
687,584
294,671
370,196
344,613
183,621
866,960
998,24
310,620

---

Please maximize the value and give me the answer.
