Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *22468*, maximize the value without exceeding the total weight.

---

value,weight
675,334
319,599
773,321
669,46
574,35
994,324
798,532
364,534
587,292
867,37
988,410
308,454
752,99
219,391
636,43
333,919
387,940
555,843
495,904
426,505
134,308
224,914
601,107
113,1
262,827
303,851
677,601
280,986
567,908
57,362
802,592
9,774
921,786
976,752
472,547
998,820
774,795
888,167
747,947
516,857
489,742
246,252
782,533
860,760
255,302
124,453
329,80
901,428
161,542
810,739
588,173
859,763
32,252
342,775
801,879
267,538
271,256
733,453
117,27
172,821
533,995
215,861
86,534
622,725
751,178
774,711
662,619
310,57
953,899
918,484
38,316
32,552
246,61
558,466
123,598
803,107
675,673
614,366
693,743
248,997
688,20
895,440
34,161
11,844
182,676
853,644
791,446
672,735
817,553
983,742
287,779
398,767
838,611
613,82
129,295
95,696
582,88
313,923
325,387
677,711

---

Please maximize the value and give me the answer.
