Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *47757*, maximize the value without exceeding the total weight.

---

value,weight
20,747
392,148
518,294
406,971
311,248
91,489
855,497
277,915
276,441
948,722
973,151
301,675
265,560
588,220
525,280
238,20
100,481
324,920
80,189
899,822
271,121
617,327
770,216
42,294
863,912
752,168
230,598
193,47
608,337
194,223
979,925
938,43
410,967
825,973
73,112
215,497
647,24
841,772
316,1000
853,134
482,347
295,369
919,514
605,421
224,779
821,898
178,525
94,993
138,987
595,56
805,298
292,704
969,265
247,612
290,604
644,95
464,717
638,746
654,264
733,594
902,256
888,58
951,323
111,754
40,255
631,804
567,768
55,438
82,712
695,377
359,297
185,189
991,154
55,799
428,947
692,240
444,982
463,27
38,660
17,978
329,233
992,941
627,22
892,745
239,177
758,425
944,811
841,684
58,774
800,395
88,904
55,524
991,448
430,743
586,956
240,717
991,893
658,696
398,800
54,692

---

Please maximize the value and give me the answer.
