Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *8048*, maximize the value without exceeding the total weight.

---

value,weight
621,768
993,985
535,939
551,80
408,461
156,422
904,422
998,408
493,950
669,415
406,692
126,968
578,349
805,761
550,957
807,689
901,574
597,85
729,546
404,275
584,734
378,476
819,157
955,283
832,957
233,709
823,339
922,308
601,750
267,708
148,330
531,776
579,444
802,946
962,461
712,678
400,229
466,769
949,381
614,19
579,344
992,262
432,943
582,418
673,360
910,983
835,802
207,542
419,984
228,597
182,535
381,525
354,278
776,73
947,433
301,332
17,546
127,183
511,829
766,31
927,509
281,847
320,544
592,39
561,420
600,121
776,37
704,859
363,349
88,478
88,854
930,922
440,791
896,996
581,984
509,797
965,3
680,56
31,105
410,423
706,246
809,138
916,995
597,518
856,782
167,294
209,872
170,25
411,979
881,872
417,269
816,729
536,557
623,260
259,745
945,882
136,506
419,645
319,661
591,881

---

Please maximize the value and give me the answer.
