Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *33006*, maximize the value without exceeding the total weight.

---

value,weight
24,111
668,672
650,538
170,127
875,748
423,229
115,125
241,135
280,5
744,22
961,779
465,23
981,52
696,328
745,484
594,696
120,125
32,572
180,353
375,138
363,653
421,531
486,460
142,906
587,812
692,4
146,138
37,331
452,437
366,83
511,457
478,79
630,195
533,761
509,332
147,661
739,60
445,952
968,36
929,130
358,527
347,621
611,958
417,977
204,207
545,974
326,321
962,813
518,543
599,892
129,878
496,156
237,581
283,288
582,936
832,675
204,529
354,758
714,388
729,774
290,596
516,382
747,559
363,846
28,555
667,920
43,412
427,898
526,804
219,901
579,229
333,641
763,830
395,851
72,135
432,588
600,450
91,23
362,928
685,182
445,133
524,825
55,602
992,37
859,789
834,453
252,975
445,504
366,602
956,583
628,324
27,248
539,124
666,811
806,32
860,641
651,217
942,508
586,884
930,216

---

Please maximize the value and give me the answer.
