Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *38476*, maximize the value without exceeding the total weight.

---

value,weight
640,394
241,718
394,196
38,869
796,854
467,716
92,7
350,590
529,631
189,740
201,470
197,973
205,110
236,30
169,239
166,31
656,559
428,202
805,379
28,56
836,247
193,874
254,118
74,177
771,887
553,602
258,604
890,394
260,768
59,753
679,596
194,22
422,478
105,495
758,742
503,923
579,590
49,591
481,654
806,257
478,841
240,388
484,784
781,864
293,465
141,365
359,692
255,124
575,753
260,490
345,337
957,986
893,631
975,166
854,11
460,634
677,643
166,629
698,422
605,780
26,719
280,805
692,346
424,157
813,38
903,846
195,759
832,689
455,438
368,580
827,968
409,104
443,120
136,169
713,778
684,171
696,349
943,869
34,939
722,349
901,840
192,656
520,605
116,516
251,192
63,332
268,826
49,710
926,196
361,269
388,167
288,727
540,327
791,610
54,746
297,375
227,51
578,211
171,470
447,262

---

Please maximize the value and give me the answer.
