Problem: 0/1 Knapsack Optimization from CSV
You are given a list of items in a CSV format. Each item has a value and a weight. Your task is to select a subset of these items to put into a knapsack such that:

The total weight should not be exceeded.

The total value is maximized.

You cannot take fractional items, and you cannot take the same item more than once.

Please note that the total weight is *29575*, maximize the value without exceeding the total weight.

---

value,weight
908,899
112,396
910,286
758,179
63,248
83,593
103,1
229,443
732,193
108,474
173,439
421,355
553,216
300,148
485,552
478,236
460,457
700,104
96,957
83,694
727,497
121,599
490,424
626,542
279,328
672,48
902,534
985,759
184,569
90,703
139,869
442,659
154,703
769,573
321,720
359,697
455,856
97,796
420,832
621,462
434,371
31,137
175,538
589,829
432,467
669,234
42,821
486,401
978,963
483,288
669,738
132,424
993,353
79,180
346,380
876,103
568,485
710,194
734,96
277,834
654,592
392,706
327,755
447,994
672,439
247,860
319,960
119,286
458,168
511,841
887,441
833,125
255,290
391,103
52,883
12,272
220,822
967,707
686,116
673,682
601,433
584,453
963,462
260,801
967,777
310,697
472,147
881,444
586,94
792,763
808,464
919,724
839,16
862,383
978,76
968,165
87,757
586,328
198,912
6,156

---

Please maximize the value and give me the answer.
