Given following Traveling salesman problem (TSP) instance, please find the optimal tour and the optimal tour length. Moreover, the information below includes the node coordinate type, edge weight type, edge weight format, and display data type.

After the optimal tour is found, please output the optimal tour length.


[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
Node coordinate type: None,  
Edge weight type: ATT, Pseudo-Euclidean distance used in some ATT instances 
Edge weight format: None,  
Display data type: None,  

[ADJACENCY_MATRIX]
1: [0, 4726.653, 1204.349, 6362.502, 3656.991, 3129.521, 2413.522, 562.304, 462.082, 5653.503, 1712.357, 1603.566, 2367.198, 2200.365, 1289.445, 1003.885, 3832.687, 2257.599, 3418.904, 2266.985, 2956.02, 719.957, 1699.313, 5278.157, 2577.885, 6075.466, 3464.678, 2653.683, 3624.646, 3114.921, 1573.158, 3950.066, 1747.359, 2141.238, 6754.235, 2382.115, 3305.896, 1028.905, 3529.288, 824.314, 2187.0, 4819.396, 3488.987, 1946.9, 6834.318, 1541.729, 2378.534, 3743.079]
2: [4726.653, 0, 3587.423, 2011.662, 1841.401, 6976.771, 6500.003, 5186.867, 5027.708, 2326.835, 4147.824, 4722.743, 3634.917, 3124.142, 4906.111, 3929.651, 7462.785, 6337.1, 7242.332, 5104.556, 4042.942, 4021.371, 3676.24, 2862.586, 3105.933, 1849.157, 7172.877, 6629.005, 1203.184, 6813.089, 6000.585, 3446.907, 5252.22, 2655.554, 3122.585, 6273.403, 7182.762, 5621.925, 3084.114, 4563.011, 2755.069, 1590.902, 7026.701, 6185.678, 3471.208, 5460.748, 4389.055, 2087.277]
3: [1204.349, 3587.423, 0, 5162.028, 2457.866, 3677.396, 3070.36, 1741.999, 1443.588, 4461.989, 1183.625, 1519.961, 1497.156, 1102.744, 1500.856, 950.239, 4297.46, 2902.444, 3966.384, 2168.794, 2208.899, 651.642, 827.118, 4135.799, 1517.278, 4872.961, 3953.056, 3253.055, 2445.983, 3580.28, 2440.564, 2959.626, 1965.151, 949.294, 5563.66, 2915.056, 3877.765, 2034.562, 2481.963, 1026.938, 1394.877, 3616.908, 3890.774, 2685.268, 5660.204, 2022.99, 1866.167, 2559.956]
4: [6362.502, 2011.662, 5162.028, 0, 2798.673, 8063.717, 7726.785, 6877.269, 6580.345, 1401.708, 5365.605, 5945.988, 4678.986, 4377.003, 6224.78, 5708.592, 8416.992, 7577.25, 8295.389, 6134.933, 4801.407, 5706.344, 4981.876, 2321.82, 4177.343, 319.845, 8185.609, 7799.949, 2777.301, 7858.029, 7407.991, 3762.929, 6460.561, 4222.12, 1426.012, 7450.722, 8262.98, 7130.392, 3668.383, 6010.935, 4637.29, 1680.836, 7986.739, 7501.604, 1876.195, 6757.806, 5359.902, 2843.78]
5: [3656.991, 1841.401, 2457.866, 2798.673, 0, 5329.472, 4945.934, 4199.865, 3823.603, 2011.2, 2572.633, 3156.119, 1923.09, 1579.171, 3426.331, 3178.246, 5748.342, 4792.84, 5576.983, 3408.227, 2222.257, 3065.863, 2184.292, 1859.254, 1400.11, 2490.119, 5485.285, 5034.307, 893.067, 5140.423, 4610.533, 1668.979, 3676.979, 1589.84, 3112.019, 4681.216, 5532.703, 4351.563, 1251.331, 3226.577, 2425.577, 1168.41, 5312.083, 4705.566, 3240.711, 3961.745, 2650.963, 303.784]
6: [3129.521, 6976.771, 3677.396, 8063.717, 5329.472, 0, 742.825, 3208.387, 2669.163, 6928.297, 2830.107, 2265.698, 3406.503, 3853.173, 2177.325, 4075.478, 726.006, 880.193, 292.576, 1929.216, 3309.312, 3671.533, 3314.13, 6198.373, 3931.806, 7744.856, 364.87, 481.682, 5773.956, 260.461, 1658.197, 4512.779, 1745.952, 4430.305, 7909.411, 768.532, 206.119, 2224.512, 4434.075, 2680.279, 5052.252, 6383.196, 549.604, 1223.013, 7804.174, 1669.678, 2703.873, 5229.96]
7: [2413.522, 6500.003, 3070.36, 7726.785, 4945.934, 742.825, 0, 2467.3, 1951.457, 6672.586, 2379.732, 1794.354, 3050.484, 3404.891, 1603.173, 3381.326, 1468.492, 167.92, 1019.475, 1680.165, 3109.423, 2992.995, 2826.488, 6008.848, 3551.055, 7411.242, 1103.147, 266.925, 5299.662, 820.33, 915.428, 4347.471, 1269.038, 3889.929, 7697.565, 331.05, 899.09, 1483.086, 4184.1, 2048.113, 4414.241, 6050.724, 1218.744, 481.274, 7634.171, 1053.321, 2431.524, 4883.603]
8: [562.304, 5186.867, 1741.999, 6877.269, 4199.865, 3208.387, 2467.3, 0, 717.898, 6202.368, 2240.414, 2050.415, 2919.815, 2761.648, 1686.698, 1303.75, 3931.256, 2330.342, 3486.419, 2668.534, 3486.219, 1174.674, 2259.149, 5839.016, 3140.172, 6595.206, 3562.822, 2727.003, 4119.938, 3239.169, 1558.361, 4506.636, 2081.573, 2657.922, 7303.784, 2511.058, 3363.917, 984.228, 4090.56, 1318.986, 2543.774, 5357.462, 3631.031, 1986.046, 7390.365, 1784.766, 2878.628, 4295.211]
9: [462.082, 5027.708, 1443.588, 6580.345, 3823.603, 2669.163, 1951.457, 717.898, 0, 5788.324, 1601.481, 1342.544, 2329.675, 2290.916, 969.745, 1450.633, 3375.17, 1795.862, 2958.006, 1950.636, 2834.516, 1111.681, 1724.764, 5345.465, 2627.594, 6284.773, 3006.66, 2192.411, 3888.506, 2660.03, 1121.457, 3919.287, 1371.761, 2390.83, 6882.963, 1926.067, 2844.397, 610.669, 3542.108, 675.003, 2589.323, 4992.012, 3038.111, 1485.475, 6933.269, 1111.731, 2195.336, 3875.419]
10: [5653.503, 2326.835, 4461.989, 1401.708, 2011.2, 6928.297, 6672.586, 6202.368, 5788.324, 0, 4391.467, 4946.12, 3647.939, 3500.028, 5273.251, 5182.126, 7215.624, 6534.308, 7139.655, 5021.064, 3620.227, 5076.597, 4089.163, 921.434, 3206.642, 1130.848, 7013.212, 6713.022, 2436.406, 6706.299, 6476.804, 2475.323, 5431.572, 3598.085, 1101.73, 6375.217, 7120.717, 6283.027, 2496.955, 5159.717, 4317.917, 936.385, 6794.61, 6506.743, 1267.885, 5772.708, 4248.648, 1913.993]
11: [1712.357, 4147.824, 1183.625, 5365.605, 2572.633, 2830.107, 2379.732, 2240.414, 1601.481, 4391.467, 0, 585.431, 765.028, 1028.969, 882.366, 2039.679, 3352.392, 2223.576, 3099.578, 1048.165, 1245.951, 1624.409, 502.132, 3840.369, 1195.231, 5053.004, 3041.864, 2487.56, 2944.687, 2675.716, 2086.134, 2330.307, 1113.217, 1649.868, 5458.949, 2131.743, 3036.208, 1957.759, 1996.493, 930.94, 2512.856, 3700.28, 2922.532, 2136.907, 5458.449, 1393.804, 710.769, 2533.559]
12: [1603.566, 4722.743, 1519.961, 5945.988, 3156.119, 2265.698, 1794.354, 2050.415, 1342.544, 4946.12, 585.431, 0, 1298.341, 1611.947, 405.295, 2207.157, 2823.403, 1638.236, 2541.761, 693.733, 1585.576, 1766.554, 1049.562, 4356.47, 1769.951, 5632.432, 2497.853, 1906.926, 3519.806, 2127.077, 1557.665, 2777.798, 530.065, 2170.895, 6002.067, 1551.102, 2471.601, 1537.547, 2505.386, 790.043, 2911.581, 4276.651, 2402.365, 1563.444, 5982.245, 826.755, 891.426, 3108.684]
13: [2367.198, 3634.917, 1497.156, 4678.986, 1923.09, 3406.503, 3050.484, 2919.815, 2329.675, 3647.939, 765.028, 1298.341, 0, 645.877, 1641.025, 2445.982, 3839.157, 2904.237, 3654.46, 1487.416, 729.9, 2095.739, 696.501, 3075.964, 532.076, 4362.475, 3566.206, 3121.774, 2452.869, 3218.313, 2841.839, 1591.44, 1790.922, 1479.25, 4705.343, 2771.784, 3609.623, 2720.201, 1231.791, 1655.218, 2549.313, 3000.854, 3402.367, 2859.377, 4696.0, 2125.079, 755.313, 1835.296]
14: [2200.365, 3124.142, 1102.744, 4377.003, 1579.171, 3853.173, 3404.891, 2761.648, 2290.916, 3500.028, 1028.969, 1611.947, 645.877, 0, 1852.061, 2025.088, 4348.586, 3246.617, 4118.221, 1996.903, 1340.223, 1752.925, 605.126, 3077.908, 418.801, 4069.252, 4051.161, 3516.526, 1922.255, 3689.64, 3031.377, 1865.902, 2141.411, 837.01, 4592.568, 3160.701, 4059.076, 2787.845, 1379.427, 1662.011, 1931.361, 2735.977, 3914.169, 3137.232, 4646.427, 2394.951, 1350.577, 1591.719]
15: [1289.445, 4906.111, 1500.856, 6224.78, 3426.331, 2177.325, 1603.173, 1686.698, 969.745, 5273.251, 882.366, 405.295, 1641.025, 1852.061, 0, 2028.249, 2802.266, 1437.315, 2465.73, 985.238, 1986.226, 1592.12, 1252.559, 4715.684, 2071.695, 5914.72, 2453.927, 1763.644, 3709.748, 2081.671, 1203.797, 3163.746, 496.328, 2286.776, 6341.22, 1418.808, 2378.649, 1133.466, 2866.72, 553.245, 2884.769, 4568.89, 2404.401, 1288.169, 6337.004, 554.707, 1296.483, 3405.592]
16: [1003.885, 3929.651, 950.239, 5708.592, 3178.246, 4075.478, 3381.326, 1303.75, 1450.633, 5182.126, 2039.679, 2207.157, 2445.982, 2025.088, 2028.249, 0, 4758.912, 3219.979, 4367.555, 2899.399, 3150.774, 441.041, 1764.549, 4959.463, 2443.851, 5442.444, 4395.362, 3609.113, 2931.291, 4033.93, 2571.628, 3890.956, 2524.238, 1589.604, 6277.6, 3312.7, 4260.575, 2032.695, 3397.901, 1475.145, 1240.454, 4286.547, 4389.627, 2927.542, 6418.836, 2427.133, 2748.273, 3336.403]
17: [3832.687, 7462.785, 4297.46, 8416.992, 5748.342, 726.006, 1468.492, 3931.256, 3375.17, 7215.624, 3352.392, 2823.403, 3839.157, 4348.586, 2802.266, 4758.912, 0, 1600.949, 476.615, 2358.315, 3616.436, 4344.833, 3850.941, 6432.504, 4371.208, 8097.146, 369.271, 1205.035, 6266.382, 725.786, 2383.914, 4753.167, 2334.169, 4990.612, 8147.808, 1451.135, 608.048, 2948.145, 4751.648, 3330.466, 5686.635, 6745.461, 436.791, 1947.673, 8004.078, 2333.859, 3097.572, 5617.856]
18: [2257.599, 6337.1, 2902.444, 7577.25, 4792.84, 880.193, 167.92, 2330.342, 1795.862, 6534.308, 2223.576, 1638.236, 2904.237, 3246.617, 1437.315, 3219.979, 1600.949, 0, 1164.727, 1562.269, 2987.186, 2828.908, 2665.264, 5881.089, 3400.272, 7262.26, 1232.514, 398.901, 5137.39, 922.581, 793.354, 4226.62, 1116.774, 3723.839, 7564.826, 285.512, 1048.821, 1347.819, 4050.136, 1880.294, 4247.12, 5902.758, 1321.592, 354.133, 7507.843, 886.247, 2301.076, 4735.042]
19: [3418.904, 7242.332, 3966.384, 8295.389, 5576.983, 292.576, 1019.475, 3486.419, 2958.006, 7139.655, 3099.578, 2541.761, 3654.46, 4118.221, 2465.73, 4367.555, 476.615, 1164.727, 0, 2169.44, 3519.846, 3964.08, 3587.864, 6392.276, 4182.753, 7976.048, 201.358, 766.189, 6040.291, 437.595, 1931.076, 4705.73, 2026.854, 4710.096, 8106.401, 1060.845, 131.469, 2502.207, 4651.101, 2971.913, 5343.21, 6616.16, 485.057, 1500.662, 7988.71, 1961.766, 2938.271, 5468.879]
20: [2266.985, 5104.556, 2168.794, 6134.933, 3408.227, 1929.216, 1680.165, 2668.534, 1950.636, 5021.064, 1048.165, 693.733, 1487.416, 1996.903, 985.238, 2899.399, 2358.315, 1562.269, 2169.44, 0, 1429.949, 2459.228, 1546.946, 4332.758, 2018.111, 5816.24, 2078.843, 1693.895, 3909.316, 1732.434, 1812.078, 2667.313, 653.621, 2693.146, 6028.943, 1365.514, 2129.836, 1990.114, 2524.456, 1473.471, 3541.252, 4454.247, 1922.146, 1640.904, 5956.117, 1070.174, 776.553, 3301.256]
21: [2956.02, 4042.942, 2208.899, 4801.407, 2222.257, 3309.312, 3109.423, 3486.219, 2834.516, 3620.227, 1245.951, 1585.576, 729.9, 1340.223, 1986.226, 3150.774, 3616.436, 2987.186, 3519.846, 1429.949, 0, 2778.67, 1386.227, 2904.497, 1061.69, 4481.588, 3397.011, 3118.639, 2921.199, 3086.087, 3114.236, 1239.653, 1952.861, 2174.596, 4606.627, 2795.233, 3500.702, 3118.959, 1135.606, 2172.487, 3267.789, 3135.202, 3188.12, 3028.791, 4526.365, 2354.22, 710.721, 2041.551]
22: [719.957, 4021.371, 651.642, 5706.344, 3065.863, 3671.533, 2992.995, 1174.674, 1111.681, 5076.597, 1624.409, 1766.554, 2095.739, 1752.925, 1592.12, 441.041, 4344.833, 2828.908, 3964.08, 2459.228, 2778.67, 0, 1400.995, 4780.128, 2165.036, 5426.997, 3983.817, 3211.891, 2945.351, 3619.091, 2223.649, 3602.05, 2088.443, 1495.591, 6177.809, 2905.025, 3860.589, 1718.324, 3131.078, 1039.002, 1478.633, 4210.096, 3968.194, 2552.47, 6289.089, 2011.001, 2335.157, 3188.465]
23: [1699.313, 3676.24, 827.118, 4981.876, 2184.292, 3314.13, 2826.488, 2259.149, 1724.764, 4089.163, 502.132, 1049.562, 696.501, 605.126, 1252.559, 1764.549, 3850.941, 2665.264, 3587.864, 1546.946, 1386.227, 1400.995, 0, 3620.702, 902.92, 4674.35, 3536.171, 2953.196, 2474.259, 3168.025, 2426.289, 2253.718, 1577.216, 1147.84, 5176.112, 2597.847, 3520.162, 2193.876, 1832.985, 1073.03, 2053.183, 3339.739, 3422.375, 2540.344, 5212.462, 1800.94, 1076.091, 2189.195]
24: [5278.157, 2862.586, 4135.799, 2321.82, 1859.254, 6198.373, 6008.848, 5839.016, 5345.465, 921.434, 3840.369, 4356.47, 3075.964, 3077.908, 4715.684, 4959.463, 6432.504, 5881.089, 6392.276, 4332.758, 2904.497, 4780.128, 3620.702, 0, 2717.985, 2041.708, 6253.814, 6023.126, 2568.802, 5965.465, 5912.005, 1686.582, 4806.802, 3383.186, 1715.736, 5698.169, 6383.92, 5786.649, 1851.108, 4686.717, 4284.795, 1271.884, 6021.354, 5891.712, 1628.44, 5177.271, 3580.266, 1638.227]
25: [2577.885, 3105.933, 1517.278, 4177.343, 1400.11, 3931.806, 3551.055, 3140.172, 2627.594, 3206.642, 1195.231, 1769.951, 532.076, 418.801, 2071.695, 2443.851, 4371.208, 3400.272, 4182.753, 2018.111, 1061.69, 2165.036, 902.92, 2717.985, 0, 3863.066, 4096.891, 3634.699, 1931.128, 3747.25, 3273.238, 1447.112, 2283.498, 1163.605, 4285.311, 3282.123, 4135.644, 3085.986, 966.632, 1972.882, 2284.909, 2506.769, 3934.42, 3330.72, 4311.557, 2588.482, 1283.347, 1339.05]
26: [6075.466, 1849.157, 4872.961, 319.845, 2490.119, 7744.856, 7411.242, 6595.206, 6284.773, 1130.848, 5053.004, 5632.432, 4362.475, 4069.252, 5914.72, 5442.444, 8097.146, 7262.26, 7976.048, 5816.24, 4481.588, 5426.997, 4674.35, 2041.708, 3863.066, 0, 7865.963, 7482.819, 2514.459, 7538.722, 7100.628, 3448.232, 6145.721, 3937.684, 1374.483, 7133.993, 7943.959, 6830.134, 3348.703, 5708.753, 4396.141, 1362.736, 7666.908, 7189.565, 1797.533, 6445.897, 5040.992, 2527.687]
27: [3464.678, 7172.877, 3953.056, 8185.609, 5485.285, 364.87, 1103.147, 3562.822, 3006.66, 7013.212, 3041.864, 2497.853, 3566.206, 4051.161, 2453.927, 4395.362, 369.271, 1232.514, 201.358, 2078.843, 3397.011, 3983.817, 3536.171, 6253.814, 4096.891, 7865.963, 0, 838.117, 5972.843, 373.066, 2018.025, 4568.183, 1995.985, 4668.667, 7969.105, 1084.366, 305.0, 2580.154, 4531.351, 2975.317, 5338.346, 6508.519, 286.4, 1580.669, 7843.435, 1973.266, 2837.89, 5368.068]
28: [2653.683, 6629.005, 3253.055, 7799.949, 5034.307, 481.682, 266.925, 2727.003, 2192.411, 6713.022, 2487.56, 1906.926, 3121.774, 3516.526, 1763.644, 3609.113, 1205.035, 398.901, 766.189, 1693.895, 3118.639, 3211.891, 2953.196, 6023.126, 3634.699, 7482.819, 838.117, 0, 5426.336, 557.984, 1180.007, 4348.861, 1376.985, 4043.214, 7722.406, 355.883, 652.562, 1743.379, 4217.387, 2240.673, 4613.721, 6120.324, 954.382, 742.69, 7643.231, 1230.813, 2464.44, 4956.798]
29: [3624.646, 1203.184, 2445.983, 2777.301, 893.067, 5773.956, 5299.662, 4119.938, 3888.506, 2436.406, 2944.687, 3519.806, 2452.869, 1922.255, 3709.748, 2931.291, 6266.382, 5137.39, 6040.291, 3909.316, 2921.199, 2945.351, 2474.259, 2568.802, 1931.128, 2514.459, 5972.843, 5426.336, 0, 5611.874, 4823.012, 2549.907, 4049.431, 1497.707, 3475.531, 5070.658, 5979.979, 4469.941, 2095.609, 3387.4, 1910.058, 1500.363, 5830.871, 4993.147, 3703.551, 4263.926, 3208.125, 1195.957]
