[METADATA]
Name: bier127
Dimension: 127

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
Node coordinate type: None,  
Edge weight type: EUC_2D, Euclidean distance in 2D 
Edge weight format: None,  
Display data type: None,  

[ADJACENCY_MATRIX]
1: [0, 656.195, 1556.303, 1352.781, 1660.867, 991.104, 418.244, 1874.037, 1396.825, 1233.097, 1276.0, 1044.0, 844.493, 883.43, 836.488, 259.384, 1476.439, 2132.634, 1611.524, 1148.341, 1560.62, 1415.96, 1401.633, 1249.358, 3321.734, 2284.935, 1774.459, 3764.196, 3792.686, 1453.476, 1628.138, 4114.322, 3528.002, 1888.343, 1165.786, 1037.536, 883.43, 2320.0, 2132.634, 1724.464, 1069.467, 2320.0, 1648.67, 2167.059, 2498.716, 4153.383, 3268.649, 3535.622, 3603.476, 1050.425, 1069.467, 2091.22, 3411.662, 2065.321, 3266.59, 1982.209, 1640.488, 2624.78, 3235.548, 2678.068, 2698.091, 2864.989, 9304.617, 2708.047, 5833.543, 3395.849, 2678.068, 3603.476, 5020.268, 4537.365, 4158.24, 1870.444, 2805.666, 2737.698, 4547.733, 3506.962, 2391.401, 3381.952, 2311.284, 2479.797, 4915.992, 6808.518, 6827.268, 4697.642, 7345.649, 7488.966, 7446.622, 7631.354, 6089.724, 2348.821, 2705.562, 6406.309, 4778.581, 4518.047, 4277.869, 6704.961, 5926.226, 12003.618, 7540.0, 2138.934, 11020.611, 10722.944, 2645.207, 7007.207, 591.486, 883.43, 9752.972, 1094.342, 6433.557, 5851.967, 6564.001, 6149.094, 3899.395, 812.0, 1100.473, 2422.151, 4111.05, 3642.474, 8622.32, 820.244, 1556.303, 3640.626, 4721.927, 2345.955, 5096.085, 5911.449, 6612.0]
2: [656.195, 0, 1870.444, 1995.739, 1165.786, 1611.524, 844.493, 2490.626, 1944.514, 1357.745, 1800.804, 1577.771, 778.152, 1281.262, 1485.525, 624.679, 2132.634, 2788.829, 2252.313, 1804.537, 2216.177, 2065.321, 2029.171, 1870.444, 3601.609, 2593.839, 2207.051, 3945.706, 4079.837, 1755.399, 2116.801, 4417.148, 3778.467, 1972.0, 905.989, 1037.536, 883.43, 2498.716, 2231.305, 1560.62, 1296.919, 2320.0, 1712.719, 1628.138, 1913.121, 3506.962, 2650.289, 2881.38, 2964.248, 676.39, 418.244, 1660.867, 2767.032, 1415.96, 2786.416, 1411.201, 984.293, 2705.562, 3612.799, 3036.011, 2982.351, 3185.251, 9953.043, 2767.032, 5559.535, 3044.862, 3274.818, 4247.881, 5674.523, 5179.89, 4772.945, 2509.464, 3443.071, 3387.915, 5199.337, 4153.383, 3044.862, 3994.849, 2909.265, 3044.862, 5514.577, 7377.636, 7373.075, 5300.578, 7923.743, 8070.133, 8037.553, 8228.645, 6072.021, 2690.6, 2934.594, 6406.309, 4292.0, 3862.992, 3964.418, 7341.068, 5908.034, 11976.684, 7475.478, 2188.684, 11489.272, 11237.64, 2100.849, 7315.361, 1194.293, 1512.455, 9131.639, 1740.0, 7056.005, 6422.043, 5908.034, 5502.363, 3787.36, 1357.745, 997.87, 2793.65, 4697.642, 2993.609, 9277.825, 1050.425, 956.561, 3856.019, 4571.342, 1859.621, 5179.89, 6492.892, 6165.485]
3: [1556.303, 1870.444, 0, 1411.201, 1972.0, 1142.468, 1142.468, 1434.841, 812.0, 624.679, 705.6, 2228.287, 1165.786, 2302.534, 1352.781, 1815.687, 1774.459, 2207.051, 1508.0, 1615.693, 1755.399, 1525.742, 1281.262, 1182.973, 4640.0, 3623.956, 2993.609, 5173.392, 5084.189, 2872.025, 2767.032, 5373.693, 4873.381, 3411.662, 2678.068, 2593.839, 2438.76, 3776.686, 3642.474, 3274.818, 2575.618, 3861.25, 3185.251, 3481.933, 3719.243, 4666.027, 3642.474, 4203.3, 4086.428, 1547.633, 2091.22, 2052.249, 3959.323, 3071.263, 3088.738, 2388.586, 2593.839, 1249.358, 1743.862, 1165.786, 1142.468, 1322.603, 9182.336, 1357.745, 4884.413, 2824.785, 1902.541, 3123.396, 4635.648, 3967.81, 3364.0, 1640.488, 2334.455, 2457.996, 4512.087, 3642.474, 2554.635, 3829.757, 2982.351, 3266.59, 5341.041, 7311.682, 7427.624, 5109.27, 6279.019, 6433.557, 6434.603, 6647.519, 4697.642, 820.244, 1160.0, 4989.349, 6152.376, 5291.686, 5800.0, 5992.834, 7447.525, 13515.867, 6187.271, 928.0, 11812.651, 11373.325, 3944.0, 5466.788, 1148.341, 1194.293, 10753.019, 1357.745, 5616.125, 4772.945, 7175.142, 6580.381, 2730.316, 905.989, 1100.473, 928.0, 4645.796, 4217.681, 8190.126, 820.244, 2200.945, 5020.268, 6277.947, 2380.121, 3612.799, 6384.217, 8034.204]
4: [1352.781, 1995.739, 1411.201, 0, 2767.032, 418.244, 1233.097, 580.0, 624.679, 1660.867, 705.6, 1211.076, 1770.663, 1512.455, 518.768, 1508.0, 366.824, 883.43, 259.384, 366.824, 348.0, 116.0, 164.049, 232.0, 3448.928, 2509.464, 1834.121, 4060.0, 3856.019, 1944.514, 1577.771, 4114.322, 3699.291, 2617.079, 2391.401, 2100.849, 2002.47, 2803.267, 2788.829, 2786.416, 1859.621, 3095.266, 2460.732, 3489.653, 3840.283, 5423.543, 4477.66, 4840.134, 4856.786, 2157.725, 2391.401, 3062.488, 4681.861, 3411.662, 4222.464, 3155.541, 2971.05, 2645.207, 2482.508, 2052.249, 2252.313, 2302.534, 8078.465, 2757.289, 6290.795, 4119.225, 1396.825, 2252.313, 3692.009, 3185.251, 2824.785, 518.768, 1453.476, 1396.825, 3323.759, 2348.821, 1211.076, 2438.76, 1577.771, 1874.037, 3971.2, 5934.168, 6032.0, 3740.888, 6052.044, 6190.532, 6134.854, 6311.082, 6018.601, 1834.121, 2388.586, 6287.585, 6028.653, 5851.967, 5341.041, 5352.366, 6489.783, 12487.118, 7522.133, 2331.571, 10402.555, 9976.674, 3964.418, 6230.615, 820.244, 492.146, 11102.721, 259.384, 5088.157, 4577.225, 7876.05, 7411.302, 4140.404, 778.152, 1920.142, 1811.978, 3248.0, 4924.197, 7300.631, 1401.633, 2793.65, 3876.9, 5544.994, 3371.991, 4858.171, 5009.535, 7803.102]
5: [1660.867, 1165.786, 1972.0, 2767.032, 0, 2348.821, 1556.303, 3121.241, 2460.732, 1352.781, 2296.683, 2690.6, 997.87, 2436.0, 2334.455, 1743.862, 3009.3, 3640.626, 2993.609, 2698.091, 3064.684, 2864.989, 2737.698, 2575.618, 4756.0, 3757.039, 3364.0, 5064.3, 5234.159, 2920.805, 3256.275, 5574.038, 4924.197, 3082.197, 1920.142, 2167.059, 2025.853, 3633.227, 3339.914, 2546.722, 2460.732, 3371.991, 2824.785, 2029.171, 2091.22, 2717.967, 1724.464, 2231.305, 2138.934, 624.679, 883.43, 518.768, 1995.739, 1322.603, 1624.0, 418.244, 935.222, 2216.177, 3573.478, 3011.535, 2822.402, 3071.263, 10845.225, 2231.305, 4462.609, 1920.142, 3787.36, 4924.197, 6416.803, 5824.309, 5290.414, 3225.134, 4104.499, 4130.643, 6087.514, 5084.189, 3944.0, 5025.626, 3967.81, 4140.404, 6567.075, 8468.794, 8487.047, 6346.165, 8249.06, 8404.198, 8406.599, 8619.198, 5245.714, 2678.068, 2678.068, 5598.127, 4558.077, 3321.734, 4600.683, 7916.947, 6867.553, 12890.622, 6570.148, 1740.0, 12646.128, 12374.542, 2391.401, 6994.713, 1972.0, 2287.878, 8803.781, 2546.722, 7564.943, 6743.981, 5220.0, 4676.109, 2900.0, 1995.739, 905.989, 2824.785, 5768.595, 2252.313, 10019.07, 1396.825, 418.244, 4989.349, 5413.61, 696.0, 4524.0, 7569.389, 6471.095]
6: [991.104, 1611.524, 1142.468, 418.244, 2348.821, 0, 820.244, 883.43, 518.768, 1281.262, 492.146, 1160.0, 1352.781, 1357.745, 259.384, 1182.973, 705.6, 1296.919, 656.195, 478.28, 733.648, 518.768, 418.244, 259.384, 3535.622, 2544.079, 1888.343, 4104.499, 3967.81, 1870.444, 1648.67, 4247.881, 3776.686, 2498.716, 2100.849, 1859.621, 1740.0, 2767.032, 2698.091, 2562.524, 1688.985, 2973.313, 2311.284, 3155.541, 3489.653, 5009.535, 4060.0, 4432.354, 4441.452, 1740.0, 1995.739, 2650.289, 4268.422, 3024.91, 3815.677, 2737.698, 2575.618, 2391.401, 2490.626, 1995.739, 2132.634, 2228.287, 8496.555, 2498.716, 5971.465, 3740.888, 1688.985, 2645.207, 4101.219, 3573.478, 3168.308, 905.989, 1834.121, 1804.537, 3740.888, 2757.289, 1615.693, 2805.666, 1870.444, 2138.934, 4348.066, 6302.548, 6384.217, 4119.225, 6358.874, 6501.177, 6456.523, 6640.43, 5828.928, 1724.464, 2228.287, 6112.881, 5741.707, 5453.234, 5136.849, 5729.977, 6467.975, 12504.886, 7323.634, 2025.853, 10722.944, 10324.652, 3633.227, 6279.019, 418.244, 116.0, 10738.618, 232.0, 5447.062, 4869.237, 7468.274, 6995.675, 3856.019, 366.824, 1508.0, 1740.0, 3603.476, 4512.087, 7710.292, 991.104, 2380.121, 3937.171, 5430.981, 2957.431, 4710.514, 5381.2, 7548.026]
7: [418.244, 844.493, 1142.468, 1233.097, 1556.303, 820.244, 0, 1672.976, 1100.473, 836.488, 956.561, 1322.603, 591.486, 1254.732, 778.152, 676.39, 1453.476, 2091.22, 1476.439, 1142.468, 1512.455, 1322.603, 1233.097, 1069.467, 3684.712, 2647.749, 2091.22, 4153.383, 4150.142, 1834.121, 1913.121, 4464.116, 3899.395, 2302.534, 1547.633, 1453.476, 1296.919, 2717.967, 2544.079, 2132.634, 1476.439, 2737.698, 2065.321, 2460.732, 2757.289, 4190.475, 3250.071, 3612.799, 3623.956, 935.222, 1194.293, 1913.121, 3448.928, 2231.305, 3095.266, 1930.625, 1770.663, 2216.177, 2843.775, 2279.038, 2284.935, 2457.996, 9298.107, 2302.534, 5514.577, 3134.147, 2438.76, 3460.613, 4921.463, 4385.045, 3944.0, 1724.464, 2645.207, 2624.78, 4537.365, 3528.002, 2388.586, 3489.653, 2460.732, 2670.521, 5036.324, 6961.933, 7007.207, 4812.253, 7079.802, 7226.53, 7195.741, 7388.572, 5688.733, 1944.514, 2287.878, 6001.809, 5109.27, 4640.0, 4670.351, 6531.119, 6341.923, 12418.503, 7146.956, 1740.0, 11261.563, 10926.19, 2936.885, 6602.836, 418.244, 742.762, 9965.203, 997.87, 6230.615, 5577.658, 6648.531, 6178.566, 3528.002, 518.768, 812.0, 2025.853, 4254.212, 3692.009, 8530.536, 418.244, 1560.62, 4021.705, 5138.158, 2200.945, 4681.861, 6052.044, 6963.866]
8: [1874.037, 2490.626, 1434.841, 580.0, 3121.241, 883.43, 1672.976, 0, 676.39, 1870.444, 836.488, 1774.459, 2132.634, 2091.22, 1069.467, 2055.525, 778.152, 844.493, 366.824, 935.222, 676.39, 591.486, 478.28, 624.679, 3897.669, 3009.3, 2334.455, 4537.365, 4277.869, 2504.096, 2075.071, 4512.087, 4153.383, 3185.251, 2957.431, 2678.068, 2575.618, 3339.914, 3347.962, 3365.999, 2438.76, 3662.736, 3036.011, 4035.066, 4372.754, 5824.309, 4845.691, 5272.58, 5249.561, 2544.079, 2864.989, 3345.952, 5088.157, 3899.395, 4462.609, 3528.002, 3443.071, 2554.635, 2052.249, 1712.719, 1982.209, 1972.0, 7785.838, 2670.521, 6264.0, 4255.793, 820.244, 1804.537, 3297.34, 2717.967, 2284.935, 259.384, 984.293, 1037.536, 3082.197, 2216.177, 1182.973, 2479.797, 1834.121, 2157.725, 3945.706, 5917.137, 6059.82, 3713.812, 5486.444, 5626.897, 5577.658, 5759.257, 5773.258, 1577.771, 2167.059, 6019.718, 6598.759, 6311.082, 5920.547, 4858.171, 7003.365, 12965.562, 7281.253, 2345.955, 10489.505, 10000.25, 4512.087, 5729.977, 1296.919, 991.104, 11620.861, 820.244, 4565.451, 4004.941, 8304.336, 7796.201, 4066.623, 1160.0, 2228.287, 1508.0, 3299.379, 5337.261, 6897.856, 1724.464, 3208.401, 4343.422, 6105.172, 3668.242, 4565.451, 4989.349, 8380.95]
9: [1396.825, 1944.514, 812.0, 624.679, 2460.732, 518.768, 1100.473, 676.39, 0, 1194.293, 164.049, 1672.976, 1485.525, 1874.037, 778.152, 1624.0, 991.104, 1396.825, 696.0, 905.989, 956.561, 733.648, 478.28, 418.244, 4020.032, 3044.862, 2380.121, 4605.069, 4441.452, 2388.586, 2132.634, 4710.514, 4265.268, 3016.0, 2552.0, 2345.955, 2216.177, 3283.025, 3216.779, 3051.484, 2200.945, 3489.653, 2824.785, 3548.918, 3856.019, 5173.392, 4184.048, 4640.0, 4596.294, 1902.541, 2284.935, 2670.521, 4441.452, 3321.734, 3787.36, 2872.025, 2853.223, 2025.853, 1972.0, 1485.525, 1648.67, 1724.464, 8461.641, 2138.934, 5694.643, 3601.609, 1352.781, 2466.194, 3967.81, 3364.0, 2864.989, 844.493, 1648.67, 1712.719, 3748.075, 2843.775, 1743.862, 3018.23, 2200.945, 2498.716, 4529.945, 6500.142, 6616.069, 4298.266, 5979.347, 6126.074, 6096.349, 6290.795, 5397.429, 1233.097, 1770.663, 5669.778, 6175.298, 5694.643, 5626.897, 5475.397, 6984.125, 13015.283, 6899.806, 1740.0, 11007.783, 10561.735, 4026.721, 5760.425, 812.0, 624.679, 11059.613, 656.195, 5152.542, 4477.66, 7663.905, 7136.593, 3528.002, 591.486, 1560.62, 1233.097, 3835.024, 4693.343, 7562.275, 1069.467, 2575.618, 4432.354, 5946.627, 2993.609, 4247.881, 5572.831, 8004.841]
10: [1233.097, 1357.745, 624.679, 1660.867, 1352.781, 1281.262, 836.488, 1870.444, 1194.293, 0, 1037.536, 2132.634, 591.486, 2091.22, 1396.825, 1476.439, 1985.6, 2533.478, 1834.121, 1740.0, 2002.47, 1774.459, 1577.771, 1434.841, 4518.047, 3481.933, 2909.265, 4989.349, 4981.251, 2670.521, 2715.49, 5291.686, 4734.733, 3116.927, 2231.305, 2228.287, 2065.321, 3550.813, 3364.0, 2864.989, 2302.534, 3535.622, 2872.025, 2920.805, 3132.0, 4060.0, 3044.862, 3582.879, 3480.0, 935.222, 1512.455, 1485.525, 3345.952, 2460.732, 2593.839, 1770.663, 1985.6, 1396.825, 2322.898, 1743.862, 1640.488, 1859.621, 9655.911, 1476.439, 4731.89, 2460.732, 2460.732, 3642.474, 5151.236, 4518.047, 3950.818, 2025.853, 2831.921, 2906.952, 4935.115, 3999.898, 2869.682, 4086.428, 3134.147, 3381.952, 5626.897, 7583.597, 7663.905, 5397.429, 6902.731, 7056.958, 7056.005, 7267.379, 4856.786, 1396.825, 1577.771, 5173.392, 5587.3, 4668.91, 5322.112, 6580.381, 7147.897, 13226.544, 6311.082, 905.989, 11983.985, 11602.32, 3371.991, 5964.702, 1069.467, 1276.0, 10128.6, 1512.455, 6217.643, 5396.182, 6567.075, 5992.834, 2698.091, 928.0, 478.28, 1525.742, 4884.413, 3603.476, 8733.19, 418.244, 1577.771, 4858.171, 5889.785, 1811.978, 3876.9, 6661.673, 7481.775]
