[METADATA]
Name: d198
Dimension: 198

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
Node coordinate type: None,  
Edge weight type: EUC_2D, Euclidean distance in 2D 
Edge weight format: None,  
Display data type: None,  

[ADJACENCY_MATRIX]
1: [0, 1138.699, 1177.473, 1219.781, 1261.618, 1220.761, 1183.406, 1613.93, 1642.224, 1656.775, 1671.584, 1686.646, 1701.954, 1728.156, 1692.345, 1628.263, 1648.426, 1772.229, 1814.465, 1878.613, 1934.419, 1872.184, 1831.28, 1928.249, 1963.7, 1958.28, 1938.013, 1897.848, 1858.204, 1893.944, 1871.439, 1890.714, 1929.691, 1949.383, 2024.815, 1926.521, 1907.269, 1869.206, 2001.203, 1615.39, 1687.626, 1812.947, 1830.724, 1866.808, 1922.181, 1978.94, 2017.491, 2096.16, 2131.845, 2092.317, 2053.286, 2014.78, 1976.829, 1939.466, 1884.6, 1866.645, 1813.846, 1832.505, 1884.781, 1902.565, 1956.927, 1993.963, 2167.537, 2124.889, 2048.585, 1974.561, 1920.698, 1903.083, 1851.324, 1943.123, 1870.299, 1921.547, 1938.994, 1992.362, 2028.751, 2103.322, 2122.315, 2141.442, 2215.868, 2196.508, 2101.643, 2028.283, 2010.327, 1957.449, 1906.15, 1908.696, 1976.057, 2028.451, 2064.204, 2082.315, 2213.108, 2232.323, 2192.114, 2173.434, 2154.891, 2118.233, 2064.368, 2046.729, 1994.816, 1944.504, 2190.798, 2209.331, 2263.886, 2282.674, 2320.628, 2378.457, 2397.962, 2477.049, 2473.016, 2453.319, 2433.728, 2394.873, 2375.615, 2356.473, 2424.727, 2443.335, 2462.063, 2499.874, 2518.951, 2538.138, 2478.58, 2441.761, 2560.348, 2645.617, 2703.654, 2733.007, 2782.4, 2829.35, 2814.321, 2775.215, 2755.805, 2772.314, 2791.609, 2788.956, 2808.137, 2827.416, 2900.767, 2721.859, 2639.055, 2805.73, 2824.797, 2822.632, 2841.586, 2879.79, 2877.443, 2858.502, 2839.661, 2856.815, 2875.543, 2913.302, 2951.453, 2892.706, 2874.09, 2678.258, 2695.355, 2712.582, 2729.936, 2747.416, 2782.742, 2859.393, 2891.486, 2909.991, 3004.027, 3042.312, 3100.414, 3119.955, 2462.934, 2568.34, 2687.444, 2766.651, 2920.539, 2989.779, 3789.266, 3860.252, 3880.892, 3810.291, 3899.27, 3972.151, 4020.807, 3979.572, 3882.611, 3799.92, 3890.368, 3987.14, 4035.615, 4236.046, 4163.65, 3951.849, 3880.041, 3906.433, 3977.764, 4188.255, 4260.233, 4013.624, 4098.729, 4172.252, 4153.06, 4079.191]
2: [1138.699, 0, 76.2, 152.4, 160.644, 91.581, 50.8, 485.266, 521.164, 540.011, 559.377, 579.209, 599.462, 772.511, 743.574, 736.6, 762.0, 914.4, 965.2, 1041.4, 1046.344, 970.533, 920.027, 1023.907, 1052.492, 1031.44, 1006.43, 956.471, 906.606, 936.706, 893.344, 917.921, 967.203, 991.902, 1071.928, 949.022, 924.574, 875.84, 1029.249, 622.689, 651.053, 773.763, 797.172, 844.335, 915.81, 987.991, 1036.432, 1133.933, 1165.359, 1116.734, 1068.311, 1020.119, 972.193, 924.574, 853.833, 830.467, 761.153, 772.511, 840.89, 863.973, 933.947, 981.111, 1197.038, 1132.794, 1037.676, 943.91, 874.734, 851.942, 784.527, 897.464, 797.172, 863.6, 886.092, 954.445, 1000.644, 1094.265, 1117.889, 1141.588, 1221.843, 1198.116, 1080.62, 988.318, 965.534, 898.026, 832.02, 824.229, 910.511, 977.158, 1022.33, 1045.11, 1207.502, 1231.049, 1170.882, 1147.788, 1124.793, 1079.126, 1011.545, 989.297, 923.527, 859.481, 1158.697, 1181.578, 1238.364, 1261.334, 1307.545, 1377.467, 1400.92, 1495.368, 1481.062, 1457.571, 1434.144, 1387.5, 1364.29, 1341.158, 1386.57, 1408.956, 1431.443, 1476.699, 1499.461, 1522.306, 1438.3, 1394.111, 1523.418, 1624.409, 1692.677, 1727.06, 1784.7, 1839.243, 1806.26, 1760.68, 1737.999, 1749.653, 1772.185, 1761.596, 1783.977, 1806.438, 1887.927, 1679.332, 1581.851, 1773.822, 1796.051, 1786.326, 1808.402, 1852.808, 1843.032, 1821.022, 1799.102, 1812.144, 1833.908, 1877.711, 1921.859, 1847.053, 1825.446, 1590.697, 1610.648, 1630.751, 1651.0, 1671.389, 1712.57, 1801.753, 1839.002, 1860.452, 1969.114, 2013.18, 2079.855, 2102.224, 1528.227, 1651.0, 1681.779, 1774.368, 1944.515, 1990.626, 3100.931, 3174.53, 3175.778, 3102.209, 3178.655, 3254.77, 3305.515, 3256.058, 3154.615, 3061.152, 3156.148, 3257.544, 3308.246, 3491.24, 3415.356, 3192.569, 3116.747, 3125.341, 3200.96, 3423.2, 3498.914, 3304.441, 3402.093, 3478.267, 3477.128, 3400.928]
3: [1177.473, 76.2, 0, 76.2, 91.581, 50.8, 91.581, 436.998, 468.353, 485.266, 502.894, 521.164, 540.011, 697.46, 668.17, 660.4, 685.8, 838.2, 889.0, 965.2, 970.533, 894.787, 844.335, 948.342, 977.158, 956.471, 931.526, 881.713, 832.02, 862.479, 819.913, 844.335, 893.344, 917.921, 998.062, 875.84, 851.563, 803.219, 956.134, 548.311, 580.322, 704.364, 727.345, 773.763, 844.335, 915.81, 963.862, 1060.735, 1092.495, 1044.184, 996.121, 948.342, 900.895, 853.833, 784.116, 761.153, 693.285, 705.736, 772.511, 795.146, 863.973, 910.511, 1124.506, 1061.343, 967.203, 874.734, 806.825, 784.527, 718.869, 829.661, 732.648, 797.172, 819.125, 886.092, 931.526, 1023.907, 1047.269, 1070.724, 1150.875, 1127.371, 1011.226, 920.378, 898.026, 832.02, 767.904, 762.0, 845.481, 910.511, 954.783, 977.158, 1137.342, 1160.644, 1101.903, 1079.126, 1056.469, 1011.545, 945.276, 923.527, 859.481, 797.576, 1090.722, 1113.262, 1170.055, 1192.719, 1238.364, 1307.545, 1330.776, 1424.44, 1410.787, 1387.5, 1364.29, 1318.111, 1295.151, 1272.284, 1320.067, 1342.12, 1364.29, 1408.956, 1431.443, 1454.025, 1372.188, 1328.714, 1457.183, 1556.877, 1624.409, 1658.457, 1715.582, 1769.684, 1737.999, 1692.868, 1670.424, 1682.546, 1704.83, 1694.962, 1717.085, 1739.297, 1820.229, 1614.1, 1518.168, 1707.666, 1729.626, 1720.651, 1742.447, 1786.326, 1777.274, 1755.542, 1733.91, 1747.439, 1768.905, 1812.144, 1855.765, 1782.53, 1761.229, 1531.812, 1551.273, 1570.903, 1590.697, 1610.648, 1651.0, 1738.608, 1775.276, 1796.41, 1903.645, 1947.204, 2013.18, 2035.331, 1454.912, 1577.256, 1613.05, 1704.83, 1874.216, 1922.014, 3024.732, 3098.331, 3099.61, 3026.042, 3102.545, 3178.655, 3229.398, 3179.975, 3078.539, 2985.124, 3080.11, 3181.496, 3232.194, 3415.356, 3339.485, 3116.747, 3040.944, 3049.752, 3125.341, 3347.508, 3423.2, 3228.299, 3325.921, 3402.093, 3400.928, 3324.729]
4: [1219.781, 152.4, 76.2, 0, 50.8, 91.581, 160.644, 397.573, 422.74, 436.998, 452.234, 468.353, 485.266, 622.689, 592.969, 584.2, 609.6, 762.0, 812.8, 889.0, 894.787, 819.125, 768.743, 872.888, 901.968, 881.713, 856.85, 807.225, 757.755, 788.628, 747.036, 771.257, 819.913, 844.335, 924.574, 803.219, 779.163, 731.326, 883.54, 474.511, 511.165, 636.522, 658.933, 704.364, 773.763, 844.335, 891.898, 987.991, 1020.119, 972.193, 924.574, 877.312, 830.467, 784.116, 715.721, 693.285, 627.334, 641.067, 705.736, 727.789, 795.146, 840.89, 1052.492, 990.6, 897.666, 806.825, 740.531, 718.869, 655.497, 763.444, 670.579, 732.648, 753.914, 819.125, 863.6, 954.445, 977.488, 1000.644, 1080.62, 1057.385, 942.884, 853.833, 832.02, 767.904, 706.193, 702.529, 782.468, 845.481, 888.637, 910.511, 1068.009, 1091.018, 1033.939, 1011.545, 989.297, 945.276, 880.615, 859.481, 797.576, 738.35, 1023.907, 1046.036, 1102.781, 1125.08, 1170.055, 1238.364, 1261.334, 1354.084, 1341.158, 1318.111, 1295.151, 1249.515, 1226.849, 1204.292, 1254.667, 1276.334, 1298.136, 1342.12, 1364.29, 1386.57, 1307.175, 1264.527, 1391.969, 1490.181, 1556.877, 1590.545, 1647.088, 1700.695, 1670.424, 1625.798, 1603.623, 1616.247, 1638.251, 1629.168, 1651.0, 1672.933, 1753.229, 1549.868, 1455.688, 1642.381, 1664.039, 1655.877, 1677.362, 1720.651, 1712.382, 1690.961, 1669.652, 1683.696, 1704.83, 1747.439, 1790.475, 1718.963, 1698.005, 1474.513, 1493.425, 1512.527, 1531.812, 1551.273, 1590.697, 1676.549, 1712.57, 1733.352, 1839.002, 1882.001, 1947.204, 1969.114, 1381.909, 1503.757, 1545.022, 1635.886, 1804.397, 1853.995, 2948.533, 3022.132, 3023.443, 2949.876, 3026.44, 3102.545, 3153.285, 3103.897, 3002.469, 2909.105, 3004.08, 3105.455, 3156.148, 3339.485, 3263.631, 3040.944, 2965.162, 2974.194, 3049.752, 3271.839, 3347.508, 3152.159, 3249.749, 3325.921, 3324.729, 3248.53]
5: [1261.618, 160.644, 91.581, 50.8, 0, 76.2, 152.4, 352.868, 381.0, 396.761, 413.482, 431.052, 449.372, 614.344, 586.405, 586.405, 611.713, 763.691, 814.386, 890.45, 890.45, 814.386, 763.691, 866.955, 894.787, 872.888, 847.767, 797.576, 747.468, 777.091, 733.088, 757.755, 807.225, 832.02, 911.927, 788.628, 764.114, 715.27, 868.814, 463.507, 490.555, 613.819, 637.029, 683.916, 755.196, 827.354, 875.84, 973.519, 1004.826, 956.134, 907.672, 859.481, 811.609, 764.114, 693.75, 670.579, 602.146, 614.344, 681.554, 704.364, 773.763, 820.699, 1036.432, 972.193, 877.312, 784.116, 715.721, 693.285, 627.334, 738.53, 641.067, 705.736, 727.789, 795.146, 840.89, 933.947, 957.482, 981.111, 1061.343, 1037.676, 920.728, 829.301, 806.825, 740.531, 676.327, 670.579, 753.914, 819.125, 863.6, 886.092, 1047.269, 1070.724, 1011.226, 988.318, 965.534, 920.378, 853.833, 832.02, 767.904, 706.193, 999.676, 1022.33, 1079.126, 1101.903, 1147.788, 1217.347, 1240.706, 1334.89, 1320.8, 1297.391, 1274.058, 1227.637, 1204.56, 1181.578, 1228.688, 1250.805, 1273.044, 1317.866, 1340.437, 1363.107, 1280.75, 1237.191, 1365.767, 1465.736, 1533.495, 1567.666, 1625.005, 1679.317, 1647.088, 1601.812, 1579.3, 1591.305, 1613.65, 1603.623, 1625.798, 1648.067, 1729.145, 1522.571, 1426.589, 1616.247, 1638.251, 1629.168, 1651.0, 1694.962, 1685.802, 1664.039, 1642.381, 1655.877, 1677.362, 1720.651, 1764.34, 1690.961, 1669.652, 1440.876, 1460.224, 1479.754, 1499.461, 1519.336, 1559.568, 1647.043, 1683.696, 1704.83, 1812.144, 1855.765, 1921.859, 1944.054, 1367.832, 1490.831, 1522.306, 1614.449, 1784.262, 1831.237, 2948.731, 3022.325, 3022.356, 2948.762, 3024.307, 3100.465, 3151.238, 3101.401, 2999.889, 2905.999, 3001.072, 3102.545, 3153.285, 3335.094, 3259.137, 3036.121, 2960.215, 2967.958, 3043.671, 3266.172, 3341.969, 3150.522, 3248.738, 3324.932, 3324.905, 3248.71]
6: [1220.761, 91.581, 50.8, 91.581, 76.2, 0, 76.2, 396.761, 431.052, 449.372, 468.353, 487.918, 508.0, 690.02, 662.351, 662.351, 687.679, 839.738, 890.45, 966.536, 966.536, 890.45, 839.738, 942.884, 970.533, 948.342, 923.177, 872.888, 822.662, 851.942, 807.225, 832.02, 881.713, 906.606, 986.358, 862.479, 837.815, 788.628, 942.542, 538.815, 562.253, 683.916, 707.562, 755.196, 827.354, 900.178, 949.022, 1047.269, 1078.229, 1029.249, 980.453, 931.872, 883.54, 835.502, 764.114, 740.531, 670.579, 681.554, 750.483, 773.763, 844.335, 891.898, 1109.489, 1044.184, 948.342, 853.833, 784.116, 761.153, 693.285, 806.795, 705.736, 772.511, 795.146, 863.973, 910.511, 1004.826, 1028.622, 1052.492, 1132.794, 1108.907, 990.6, 897.666, 874.734, 806.825, 740.531, 732.648, 819.125, 886.092, 931.526, 954.445, 1117.889, 1141.588, 1080.62, 1057.385, 1034.251, 988.318, 920.378, 898.026, 832.02, 767.904, 1068.009, 1091.018, 1147.788, 1170.882, 1217.347, 1287.657, 1311.24, 1406.206, 1391.447, 1367.832, 1344.282, 1297.391, 1274.058, 1250.805, 1295.4, 1317.866, 1340.437, 1385.872, 1408.727, 1431.668, 1347.038, 1302.725, 1432.175, 1533.495, 1602.013, 1636.527, 1694.391, 1749.15, 1715.582, 1669.845, 1647.088, 1658.602, 1681.204, 1670.424, 1692.868, 1715.393, 1797.043, 1587.906, 1490.29, 1682.546, 1704.83, 1694.962, 1717.085, 1761.596, 1751.679, 1729.626, 1707.666, 1720.651, 1742.447, 1786.326, 1830.563, 1755.542, 1733.91, 1499.461, 1519.336, 1539.374, 1559.568, 1579.913, 1621.03, 1710.174, 1747.439, 1768.905, 1877.711, 1921.859, 1988.676, 2011.096, 1441.548, 1564.937, 1591.305, 1684.271, 1854.839, 1900.07, 3024.925, 3098.52, 3098.549, 3024.955, 3100.465, 3176.625, 3227.4, 3177.539, 3076.023, 2982.097, 3077.176, 3178.655, 3229.398, 3411.062, 3335.094, 3112.042, 3036.121, 3043.671, 3119.408, 3341.969, 3417.784, 3226.7, 3324.932, 3401.127, 3401.1, 3324.905]
7: [1183.406, 50.8, 91.581, 160.644, 152.4, 76.2, 0, 449.372, 487.918, 508.0, 528.54, 549.486, 570.794, 765.801, 738.35, 738.35, 763.691, 915.81, 966.536, 1042.638, 1042.638, 966.536, 915.81, 1018.853, 1046.344, 1023.907, 998.708, 948.342, 898.026, 927.013, 881.713, 906.606, 956.471, 981.44, 1061.039, 936.706, 911.927, 862.479, 1016.635, 614.344, 635.0, 755.196, 779.163, 827.354, 900.178, 973.519, 1022.646, 1121.346, 1151.996, 1102.781, 1053.717, 1004.826, 956.134, 907.672, 835.502, 811.609, 740.531, 750.483, 820.699, 844.335, 915.81, 963.862, 1182.942, 1116.734, 1020.119, 924.574, 853.833, 830.467, 761.153, 876.369, 772.511, 840.89, 863.973, 933.947, 981.111, 1076.433, 1100.439, 1124.506, 1204.828, 1180.759, 1061.343, 967.203, 943.91, 874.734, 806.825, 797.172, 886.092, 954.445, 1000.644, 1023.907, 1189.198, 1213.099, 1150.875, 1127.371, 1103.951, 1057.385, 988.318, 965.534, 898.026, 832.02, 1137.342, 1160.644, 1217.347, 1240.706, 1287.657, 1358.603, 1382.376, 1478.009, 1462.652, 1438.86, 1415.124, 1367.832, 1344.282, 1320.8, 1363.107, 1385.872, 1408.727, 1454.691, 1477.791, 1500.966, 1414.326, 1369.364, 1499.515, 1602.013, 1671.196, 1706.012, 1764.34, 1819.494, 1784.7, 1738.555, 1715.582, 1726.64, 1749.468, 1737.999, 1760.68, 1783.435, 1865.582, 1654.172, 1555.115, 1749.653, 1772.185, 1761.596, 1783.977, 1828.976, 1818.363, 1796.051, 1773.822, 1786.326, 1808.402, 1852.808, 1897.535, 1821.022, 1799.102, 1559.568, 1579.913, 1600.402, 1621.03, 1641.791, 1683.696, 1774.331, 1812.144, 1833.908, 1944.054, 1988.676, 2056.145, 2078.769, 1515.51, 1639.235, 1660.935, 1754.623, 1925.846, 1969.447, 3101.12, 3174.714, 3174.743, 3101.149, 3176.625, 3252.787, 3303.563, 3253.68, 3152.159, 3058.2, 3153.285, 3254.77, 3305.515, 3487.04, 3411.062, 3187.975, 3112.042, 3119.408, 3195.166, 3417.784, 3493.615, 3302.879, 3401.127, 3477.322, 3477.296, 3401.1]
8: [1613.93, 485.266, 436.998, 397.573, 352.868, 396.761, 449.372, 0, 50.8, 76.2, 101.6, 127.0, 152.4, 488.579, 479.246, 540.011, 559.377, 683.916, 727.789, 795.146, 755.196, 683.916, 637.029, 722.897, 739.659, 708.473, 683.916, 635.0, 586.405, 603.751, 548.311, 573.05, 622.689, 647.575, 718.42, 592.969, 567.961, 518.06, 664.782, 361.002, 306.909, 384.372, 409.563, 460.014, 535.814, 611.713, 662.351, 763.691, 787.81, 737.038, 686.27, 635.508, 584.752, 534.004, 457.905, 432.546, 356.506, 355.6, 431.8, 457.2, 533.4, 584.2, 812.8, 737.038, 635.508, 534.004, 457.905, 432.546, 356.506, 477.821, 359.21, 434.778, 460.014, 535.814, 586.405, 687.679, 713.012, 738.35, 816.364, 791.079, 664.782, 563.972, 538.815, 463.507, 388.545, 369.83, 468.353, 542.99, 592.969, 618.009, 793.928, 819.125, 747.468, 722.45, 697.46, 647.575, 573.05, 548.311, 474.511, 401.609, 727.345, 752.2, 807.225, 832.02, 881.713, 956.471, 981.44, 1081.515, 1061.039, 1036.121, 1011.226, 961.517, 936.706, 911.927, 939.8, 963.862, 987.991, 1036.432, 1060.735, 1085.088, 988.481, 941.001, 1073.206, 1180.759, 1253.124, 1289.472, 1350.267, 1407.642, 1365.471, 1317.376, 1293.406, 1302.106, 1325.919, 1311.24, 1334.89, 1358.603, 1442.781, 1222.437, 1118.898, 1320.8, 1344.282, 1330.776, 1354.084, 1400.92, 1387.5, 1364.29, 1341.158, 1351.939, 1374.889, 1421.039, 1467.496, 1385.872, 1363.107, 1113.262, 1134.217, 1155.351, 1176.653, 1198.116, 1241.486, 1335.433, 1374.654, 1397.231, 1511.46, 1557.706, 1627.583, 1651.0, 1144.128, 1271.016, 1245.636, 1343.321, 1517.991, 1550.632, 2791.691, 2864.752, 2856.665, 2783.392, 2852.048, 2928.059, 2978.739, 2926.406, 2825.001, 2728.46, 2823.516, 2924.973, 2975.705, 3147.176, 3070.983, 2847.205, 2771.014, 2770.915, 2847.109, 3070.894, 3147.089, 2980.579, 3082.157, 3158.08, 3165.397, 3089.653]
9: [1642.224, 521.164, 468.353, 422.74, 381.0, 431.052, 487.918, 50.8, 0, 25.4, 50.8, 76.2, 101.6, 444.319, 436.998, 502.894, 521.164, 641.067, 683.916, 750.053, 707.562, 637.029, 590.789, 674.895, 690.955, 659.422, 635.0, 586.405, 538.216, 554.744, 499.031, 523.634, 573.05, 597.845, 668.17, 542.99, 518.06, 468.353, 614.344, 323.289, 261.509, 334.085, 359.21, 409.563, 485.266, 561.104, 611.713, 713.012, 737.038, 686.27, 635.508, 584.752, 534.004, 483.268, 407.193, 381.846, 305.857, 304.8, 381.0, 406.4, 482.6, 533.4, 762.0, 686.27, 584.752, 483.268, 407.193, 381.846, 305.857, 427.202, 309.004, 384.372, 409.563, 485.266, 535.814, 637.029, 662.351, 687.679, 765.801, 740.531, 614.344, 513.683, 488.579, 413.482, 338.878, 321.287, 418.908, 493.179, 542.99, 567.961, 743.574, 768.743, 697.46, 672.501, 647.575, 597.845, 523.634, 499.031, 425.782, 353.781, 677.757, 702.529, 757.755, 782.468, 832.02, 906.606, 931.526, 1031.44, 1011.226, 986.358, 961.517, 911.927, 887.184, 862.479, 891.898, 915.81, 939.8, 987.991, 1012.183, 1036.432, 941.001, 893.885, 1025.874, 1132.794, 1204.828, 1241.031, 1301.611, 1358.808, 1317.376, 1269.492, 1245.636, 1254.667, 1278.355, 1264.145, 1287.657, 1311.24, 1395.178, 1176.174, 1073.582, 1274.058, 1297.391, 1284.396, 1307.545, 1354.084, 1341.158, 1318.111, 1295.151, 1306.311, 1329.078, 1374.889, 1421.039, 1340.437, 1317.866, 1071.928, 1092.495, 1113.262, 1134.217, 1155.351, 1198.116, 1290.969, 1329.806, 1352.177, 1465.516, 1511.46, 1580.933, 1604.227, 1093.381, 1220.258, 1197.038, 1294.404, 1468.873, 1502.58, 2741.28, 2814.321, 2806.088, 2732.828, 2801.379, 2877.384, 2928.059, 2875.702, 2774.303, 2677.74, 2772.791, 2874.243, 2924.973, 3096.381, 3020.188, 2796.411, 2720.22, 2720.119, 2796.313, 3020.097, 3096.292, 2929.932, 3031.548, 3107.463, 3114.899, 3039.17]
10: [1656.775, 540.011, 485.266, 436.998, 396.761, 449.372, 508.0, 76.2, 25.4, 0, 25.4, 50.8, 76.2, 422.74, 416.591, 485.266, 502.894, 620.093, 662.351, 727.789, 683.916, 613.819, 567.961, 651.053, 666.72, 635.0, 610.657, 562.253, 514.311, 530.368, 474.511, 499.031, 548.311, 573.05, 643.077, 518.06, 493.179, 443.592, 589.149, 305.857, 239.623, 309.004, 334.085, 384.372, 460.014, 535.814, 586.405, 687.679, 711.653, 660.888, 610.129, 559.377, 508.635, 457.905, 381.846, 356.506, 280.552, 279.4, 355.6, 381.0, 457.2, 508.0, 736.6, 660.888, 559.377, 457.905, 381.846, 356.506, 280.552, 401.91, 283.981, 359.21, 384.372, 460.014, 510.534, 611.713, 637.029, 662.351, 740.531, 715.27, 589.149, 488.579, 463.507, 388.545, 314.181, 297.299, 394.314, 468.353, 518.06, 542.99, 718.42, 743.574, 672.501, 647.575, 622.689, 573.05, 499.031, 474.511, 401.609, 330.2, 653.032, 677.757, 733.088, 757.755, 807.225, 881.713, 906.606, 1006.43, 986.358, 961.517, 936.706, 887.184, 862.479, 837.815, 868.071, 891.898, 915.81, 963.862, 987.991, 1012.183, 917.394, 870.483, 1002.335, 1108.907, 1180.759, 1216.883, 1277.345, 1334.446, 1293.406, 1245.636, 1221.843, 1231.049, 1254.667, 1240.706, 1264.145, 1287.657, 1371.462, 1153.185, 1051.112, 1250.805, 1274.058, 1261.334, 1284.396, 1330.776, 1318.111, 1295.151, 1272.284, 1283.643, 1306.311, 1351.939, 1397.923, 1317.866, 1295.4, 1051.572, 1071.928, 1092.495, 1113.262, 1134.217, 1176.653, 1268.916, 1307.545, 1329.806, 1442.666, 1488.449, 1557.706, 1580.933, 1068.009, 1194.88, 1172.809, 1270.0, 1444.357, 1478.624, 2716.08, 2789.11, 2780.803, 2707.549, 2776.047, 2852.048, 2902.721, 2850.351, 2748.956, 2652.382, 2747.43, 2848.879, 2899.608, 3070.983, 2994.79, 2771.014, 2694.823, 2694.721, 2770.915, 2994.699, 3070.894, 2904.61, 3006.247, 3082.157, 3089.653, 3013.933]
