value,weight
78,677
346,286
888,920
936,445
41,322
261,483
361,235
959,261
374,347
590,996
191,497
999,509
803,802
110,310
831,570
120,574
254,491
990,978
298,711
45,720
265,875
267,969
268,58
300,624
17,330
762,794
352,400
43,9
418,595
508,737
165,719
308,77
972,537
707,567
667,418
433,803
465,626
515,350
766,602
831,968
620,277
601,259
313,548
695,671
786,149
759,444
820,951
656,699
908,101
829,34
535,868
974,746
267,555
201,342
84,382
446,881
458,591
960,28
320,586
135,564
896,82
450,396
161,549
393,532
218,313
841,510
929,994
33,744
468,354
49,907
881,691
435,623
921,748
57,673
614,749
726,898
958,120
25,685
24,214
523,404
427,907
610,127
173,768
758,363
185,683
872,803
834,549
947,214
124,176
58,805
498,834
609,286
841,826
656,633
324,934
362,455
97,447
484,786
592,610
16,46
612,907
41,634
722,296
297,538
407,63
663,620
766,677
380,604
910,716
404,383
913,576
26,713
497,455
707,627
142,851
853,428
867,805
553,243
566,815
91,78
661,789
450,578
174,713
371,568
319,755
656,592
564,81
398,549
343,432
220,141
810,391
471,995
728,652
762,602
857,102
843,968
668,103
889,988
231,643
201,566
482,985
840,978
145,37
459,785
704,359
666,100
777,284
979,477
632,870
194,628
544,763
822,482
191,343
447,910
180,527
580,442
873,900
433,97
923,23
741,727
758,791
785,588
102,44
293,655
160,799
541,732
55,608
576,89
210,283
481,187
258,392
894,647
658,478
350,239
527,748
792,636
591,444
366,91
62,596
168,85
251,985
381,414
537,18
85,650
913,902
297,871
269,700
420,291
119,781
747,59
104,968
175,52
77,778
284,162
532,407
153,395
492,9
280,535
378,516
712,815
