value,weight
144,687
204,120
522,34
346,231
251,748
743,957
739,525
217,399
184,733
824,574
385,99
377,687
125,380
552,968
225,620
714,128
800,437
368,988
12,561
791,898
91,341
173,667
846,388
110,530
971,844
652,444
658,930
933,187
564,53
814,323
767,929
406,239
678,563
5,737
781,460
571,85
819,300
397,288
520,628
313,794
158,863
715,5
739,470
409,681
308,727
793,142
758,969
10,341
86,31
367,332
561,598
416,692
749,125
523,72
758,824
272,179
580,89
714,982
754,804
825,894
666,588
620,30
259,951
531,790
668,323
475,448
243,508
459,322
390,532
803,133
843,301
333,609
395,398
387,3
384,279
592,604
488,194
843,39
362,656
13,182
757,733
644,81
223,322
528,565
723,765
434,589
692,319
317,384
806,938
276,943
988,604
459,848
139,908
706,955
150,768
724,689
523,649
582,148
810,940
82,448
774,149
491,668
532,370
419,524
97,473
425,174
976,903
302,598
448,198
550,353
611,466
996,283
219,329
453,125
912,325
23,454
53,871
883,101
504,753
93,560
367,631
612,300
280,699
533,170
593,653
10,586
862,211
488,543
697,922
86,47
324,33
321,829
346,286
140,956
19,792
965,642
574,561
827,574
257,453
227,520
628,499
914,572
27,79
869,411
130,321
868,846
299,574
765,679
10,104
172,566
618,685
568,620
809,321
913,432
502,545
350,324
171,974
515,91
245,345
327,521
64,201
603,30
584,294
511,17
754,217
727,966
529,394
738,451
404,613
867,485
516,178
864,73
908,712
656,457
225,622
922,134
809,70
648,365
704,750
874,599
909,283
943,840
315,716
951,748
755,960
251,929
687,662
830,477
89,47
37,373
162,594
993,294
431,684
118,652
694,361
467,461
774,963
914,849
636,854
274,121
