value,weight
555,758
135,151
901,473
493,942
198,35
674,596
174,132
740,270
683,916
787,837
564,442
748,438
608,771
363,103
156,907
213,135
707,276
867,75
663,696
10,745
406,620
472,778
241,827
497,377
878,443
343,59
517,809
384,130
103,940
609,770
546,120
433,966
873,418
504,776
848,419
574,44
46,555
584,831
195,355
132,545
689,406
878,516
654,21
868,56
151,782
876,285
897,432
205,900
593,54
42,299
156,453
291,579
520,708
102,991
273,991
475,34
895,48
373,229
77,611
76,349
157,3
463,213
222,142
454,781
759,410
966,183
462,523
278,633
441,171
334,252
126,244
384,584
966,141
566,314
811,806
643,91
787,577
862,702
693,663
920,645
728,420
775,184
866,441
827,316
318,700
253,508
351,102
152,855
729,217
663,734
927,499
966,167
590,827
573,938
433,911
231,296
358,656
673,283
101,331
525,479
17,972
726,899
983,737
574,419
220,24
444,85
619,782
529,885
947,373
265,384
542,785
447,882
310,400
800,100
163,332
122,213
664,830
822,372
579,264
368,959
306,310
143,443
619,450
128,497
660,204
269,825
265,658
27,702
860,425
217,766
711,608
748,972
973,421
303,699
390,719
88,561
729,592
870,133
804,372
534,735
71,434
829,507
926,766
160,962
29,736
375,501
174,877
184,558
653,439
383,109
517,556
675,315
436,840
660,743
953,880
889,947
510,85
630,378
936,440
162,752
523,720
398,293
195,589
834,280
77,64
370,429
764,185
981,554
631,212
422,988
879,729
235,488
687,175
371,168
884,837
757,981
940,733
91,932
267,245
37,326
720,26
794,383
990,99
274,515
598,527
998,768
242,269
897,828
652,206
920,188
325,433
852,293
594,275
681,139
113,752
798,468
281,954
453,456
223,685
77,272
