value,weight
698,324
195,856
764,822
920,343
526,928
637,358
950,745
680,288
979,537
831,366
771,816
895,807
95,704
110,120
123,529
48,585
810,217
94,260
23,901
174,954
830,1
843,164
752,960
332,507
925,305
563,580
380,406
740,356
70,26
373,619
865,390
212,408
336,48
987,89
352,48
73,229
397,192
723,169
579,256
136,91
616,419
898,630
526,818
871,762
855,835
79,911
1,118
169,830
697,219
494,468
723,907
991,28
839,569
929,544
296,789
262,420
671,517
488,911
12,744
655,750
20,545
842,143
902,924
58,583
991,96
465,200
557,985
162,995
489,80
722,758
349,362
659,186
373,66
138,43
547,580
70,829
562,839
505,527
20,845
228,775
999,514
162,842
714,999
334,134
197,698
825,710
158,916
507,888
992,950
267,679
798,97
842,489
742,705
17,500
792,76
419,113
333,605
756,301
365,632
409,616
153,321
306,380
95,878
882,124
571,685
967,342
130,275
989,887
810,603
293,305
790,159
546,539
622,925
44,365
162,185
485,503
663,731
881,389
730,37
579,785
610,444
475,517
122,808
235,251
476,553
361,995
409,816
22,624
436,823
541,815
343,158
551,637
660,667
651,420
606,461
332,994
753,525
458,767
715,522
82,176
198,823
553,317
694,643
436,83
308,293
251,462
941,850
635,103
229,829
19,446
621,289
55,421
124,46
904,808
377,662
84,708
702,242
793,203
48,286
301,1
731,317
946,959
722,954
837,26
501,5
285,222
115,983
616,508
670,314
713,373
527,663
262,786
358,293
62,962
379,35
880,167
411,314
582,997
274,34
937,240
575,951
606,585
997,88
453,84
453,309
578,153
57,506
252,941
212,708
363,549
373,750
528,879
994,96
524,92
984,605
530,54
401,328
608,18
615,763
56,761
