value,weight
415,557
704,617
169,719
477,48
435,641
690,927
11,794
413,825
744,858
188,607
992,697
764,768
836,977
75,193
408,138
381,362
271,978
347,541
404,654
971,851
427,770
904,597
445,937
761,860
554,834
64,725
569,399
873,189
331,955
370,132
758,735
841,913
981,665
376,250
429,657
710,374
786,953
48,674
112,841
205,644
637,572
911,655
475,315
676,555
428,156
44,736
942,247
110,439
518,796
243,613
560,932
444,581
468,162
310,113
541,526
523,229
860,390
973,560
849,601
788,479
33,802
359,256
339,949
455,720
516,377
854,929
842,354
119,380
838,353
823,919
122,59
904,435
330,595
983,988
368,221
307,54
815,136
846,224
689,750
281,368
220,227
567,411
95,112
771,143
58,667
758,335
203,157
752,289
773,663
864,976
947,322
63,570
987,274
366,93
293,173
16,402
42,678
873,78
674,465
870,513
558,978
911,493
420,127
943,781
672,510
548,535
831,716
162,384
383,444
730,690
275,840
191,828
635,238
873,934
807,154
418,184
220,92
358,918
127,446
408,242
543,813
392,742
55,385
344,436
577,354
142,700
510,417
171,793
633,664
18,488
180,463
884,86
129,988
248,357
43,270
649,451
382,534
111,616
56,899
407,433
819,656
798,310
859,140
777,636
857,814
824,271
258,691
408,496
210,6
256,951
466,42
220,782
241,559
77,433
374,55
889,693
667,427
654,700
413,863
330,930
424,46
967,280
871,339
242,187
10,30
586,431
472,576
21,541
35,419
206,534
132,240
19,531
547,854
467,531
104,428
293,408
592,203
827,246
951,475
486,801
324,776
931,714
930,281
802,229
666,126
79,82
206,603
625,14
193,69
944,270
978,815
741,712
191,385
881,533
213,334
447,855
486,561
141,819
540,932
237,178
