value,weight
210,697
414,602
804,500
404,369
461,822
577,431
469,167
827,889
994,767
706,152
579,349
755,217
95,958
346,626
619,670
308,682
994,735
98,998
78,411
185,428
269,455
79,365
424,718
568,436
277,358
894,94
964,460
471,717
62,511
472,909
369,139
152,49
384,237
303,555
895,502
357,719
173,326
631,226
626,302
795,268
48,801
829,399
517,40
123,43
830,305
179,488
48,339
12,335
264,961
905,630
587,680
858,638
583,695
197,154
784,266
98,477
702,587
820,936
188,22
163,576
788,94
438,16
357,353
317,400
470,333
109,738
557,22
885,900
312,358
557,359
805,911
231,947
221,48
69,333
154,457
106,310
18,620
13,393
348,746
503,312
735,559
678,35
921,228
946,415
261,199
348,375
198,89
335,906
488,348
846,81
478,374
309,410
437,638
108,277
328,602
86,275
301,499
328,510
380,270
148,498
936,391
293,702
694,444
541,158
435,235
539,80
834,777
872,240
634,680
48,675
309,356
966,205
941,203
199,623
682,151
545,128
239,937
565,607
442,691
447,42
73,473
126,670
386,685
47,772
867,903
12,580
808,693
578,537
51,412
600,953
486,675
171,15
316,920
166,310
181,482
735,316
128,19
765,512
283,263
901,826
422,365
340,166
909,473
631,37
908,931
422,944
173,216
551,233
388,986
502,856
692,607
314,758
427,299
27,602
472,211
120,206
821,696
597,733
567,315
913,667
18,963
69,472
66,192
81,731
348,283
265,200
3,180
900,813
598,943
253,431
774,612
482,147
158,946
610,675
275,496
52,632
27,48
282,639
994,904
580,113
919,581
857,266
93,766
465,846
245,18
205,339
105,624
592,15
411,665
327,39
572,572
811,888
785,238
600,790
504,315
781,527
56,565
196,515
246,840
836,427
