value,weight
287,253
264,825
385,383
773,632
579,641
58,719
515,490
509,417
480,354
868,103
592,473
524,56
260,665
299,985
840,594
549,578
903,378
595,173
372,766
955,107
515,370
544,53
5,521
593,660
370,354
872,613
873,527
289,413
531,139
578,172
86,199
185,329
141,193
840,50
637,89
718,270
170,289
888,978
256,177
317,340
85,876
87,119
963,267
412,739
12,780
348,768
862,655
974,271
190,844
819,853
480,52
116,141
420,986
350,625
781,622
59,565
356,206
829,664
689,937
404,647
529,130
999,960
587,733
783,592
900,9
974,817
338,970
991,36
438,441
191,639
66,771
608,211
802,971
311,380
120,53
667,342
615,456
838,864
689,838
969,312
28,827
383,387
71,232
683,31
602,763
6,791
147,781
320,769
69,319
232,888
507,202
335,170
291,138
502,517
509,933
912,506
498,598
665,166
74,889
966,585
910,498
423,797
644,511
375,229
96,134
948,783
487,44
762,600
311,428
930,922
859,192
743,588
883,854
697,38
559,530
738,392
52,772
942,766
655,526
304,386
671,765
944,22
783,57
992,924
409,354
102,404
6,721
483,465
273,320
410,96
956,583
124,494
33,884
136,677
883,534
209,75
598,494
415,208
168,603
423,961
403,888
638,382
795,956
497,532
409,526
744,807
418,195
216,224
938,142
160,903
722,418
596,726
497,527
805,497
926,975
897,437
363,779
326,916
709,191
114,770
272,798
151,696
111,659
514,763
178,158
642,759
880,192
21,405
795,715
158,518
164,760
891,371
579,830
347,899
368,820
397,968
280,651
139,430
359,539
774,513
764,208
755,394
322,705
130,669
258,742
831,314
854,899
185,942
649,549
480,734
210,263
669,232
831,505
961,605
565,566
199,47
894,985
69,411
380,932
253,610
