value,weight
229,971
310,687
15,757
243,158
849,215
888,725
9,752
827,71
30,448
226,829
374,127
826,222
722,71
777,895
886,952
667,24
397,720
929,115
506,244
809,561
521,968
894,763
507,679
335,330
216,936
862,635
751,77
87,803
721,881
264,306
900,53
167,295
227,623
958,456
43,135
500,964
352,335
862,48
806,575
339,506
947,298
429,877
569,233
322,489
450,410
410,222
220,229
60,917
420,730
937,875
750,482
434,99
122,48
748,247
339,844
257,779
362,684
507,382
375,967
354,677
535,304
437,974
729,155
501,166
722,599
412,111
976,744
13,730
404,799
837,461
896,25
358,129
224,377
309,506
286,251
633,332
749,966
276,206
703,932
815,238
930,801
413,201
877,486
817,413
656,257
244,413
257,43
214,239
3,917
974,478
97,272
781,408
441,408
924,627
771,603
790,768
392,44
487,76
880,79
4,231
396,616
149,859
578,149
605,83
14,668
34,941
373,674
728,958
429,194
120,352
473,214
109,522
489,356
583,388
725,760
240,886
978,682
748,36
173,204
454,472
693,547
942,692
205,655
830,706
247,104
380,146
188,423
673,791
615,750
88,734
698,101
506,516
399,578
694,731
753,484
991,345
44,140
837,502
470,89
885,935
657,950
596,308
961,714
519,498
143,132
190,821
952,777
838,638
176,468
254,325
456,288
642,380
863,749
307,191
940,869
871,571
353,705
916,274
915,461
440,184
830,236
621,854
37,345
416,705
296,908
312,117
174,782
859,219
193,649
220,732
706,158
193,977
393,188
969,993
46,578
939,286
958,777
961,268
749,425
116,479
674,262
737,32
88,351
32,491
912,148
901,656
700,377
591,60
823,659
774,308
552,37
979,998
173,759
919,163
403,188
997,925
556,639
827,889
890,946
267,392
