value,weight
501,192
809,185
663,443
375,976
32,461
836,694
280,22
22,144
589,574
589,863
982,724
566,952
434,669
949,121
422,469
687,905
221,262
909,317
545,986
988,163
856,398
626,340
459,229
339,307
448,925
273,269
311,195
26,452
489,782
819,116
244,858
603,968
531,724
330,970
338,981
288,902
320,989
514,433
397,789
230,355
427,8
272,526
304,431
590,362
569,840
662,815
403,154
511,662
851,496
460,805
750,463
461,989
842,734
536,289
771,545
509,828
641,338
767,959
471,413
318,911
551,165
529,199
808,152
424,95
569,652
792,593
576,941
672,787
851,621
856,246
824,782
282,954
808,223
904,844
269,192
349,781
77,907
928,40
31,25
82,423
746,646
337,882
748,275
61,990
992,158
215,158
121,880
650,145
971,643
561,512
57,989
384,129
288,773
231,116
915,9
81,482
912,74
131,5
95,605
791,297
179,94
568,685
113,907
480,341
590,354
158,303
229,840
587,743
717,439
299,690
136,587
305,68
904,266
2,198
621,238
284,615
146,904
224,854
797,546
770,801
220,376
369,485
333,692
290,971
230,454
511,907
835,628
357,40
550,491
19,824
905,530
70,422
831,279
153,133
776,961
674,155
851,114
120,543
270,534
64,849
849,756
127,45
792,776
426,724
519,626
145,895
912,895
482,456
375,369
337,711
655,646
941,189
294,986
470,841
811,378
411,941
496,159
56,236
82,330
796,594
541,82
336,751
325,743
796,874
551,74
172,583
766,963
495,308
825,454
560,782
321,219
997,434
33,329
133,66
926,383
663,559
742,559
141,502
349,151
727,680
90,756
724,553
704,565
532,973
824,313
728,810
220,319
35,246
574,32
682,206
367,259
726,415
932,461
683,45
923,162
624,670
915,588
55,858
441,671
231,450
