value,weight
345,183
218,963
755,9
655,106
661,67
876,361
21,876
839,763
578,260
510,377
162,467
870,890
150,907
173,75
146,884
431,132
57,388
261,231
238,640
101,5
157,124
194,695
503,715
203,342
524,420
882,591
995,329
139,375
989,397
540,686
272,993
203,715
703,763
722,292
231,395
288,576
988,891
562,556
706,779
647,174
223,806
745,9
5,301
150,637
574,150
286,314
504,729
888,977
312,310
701,479
858,622
150,831
366,276
952,355
575,400
861,351
350,80
503,594
355,259
806,265
523,956
561,298
797,959
417,370
78,67
184,523
52,196
321,342
472,435
545,169
588,165
858,645
732,917
313,606
954,855
53,1000
129,594
400,522
27,392
475,386
126,501
1,573
617,626
549,649
900,269
768,521
37,871
778,299
783,73
490,298
917,132
241,284
141,516
728,55
247,911
34,244
956,152
843,256
268,51
928,939
72,380
345,735
62,873
497,727
530,952
510,273
249,414
148,890
545,662
388,844
597,170
729,654
925,352
811,688
745,300
236,250
126,862
784,848
489,200
154,652
297,335
298,352
9,107
154,142
571,604
824,14
824,19
293,787
283,890
380,810
214,417
742,472
667,190
930,271
365,936
75,805
152,848
345,914
866,765
961,339
149,178
32,104
277,198
123,566
675,920
298,793
884,965
946,810
348,168
66,481
988,548
902,72
483,657
303,155
560,433
571,951
21,205
736,558
503,921
788,356
362,360
681,538
185,973
612,821
60,56
620,401
938,602
535,239
45,781
744,656
974,362
589,765
765,472
373,157
42,414
503,650
250,525
317,592
969,301
432,899
854,154
421,404
556,411
228,495
604,336
113,324
656,421
131,176
475,439
186,160
868,137
359,114
489,899
3,47
727,592
753,169
232,331
663,581
870,270
887,476
