value,weight
381,616
273,737
791,947
199,520
304,461
164,966
656,270
46,880
685,198
509,311
206,756
654,288
290,341
93,481
942,333
215,473
541,598
221,901
713,778
572,403
128,710
874,204
99,949
371,683
416,893
313,477
799,403
130,596
25,166
371,876
988,738
27,160
483,356
858,346
66,853
216,126
592,397
562,97
845,549
494,691
627,672
904,142
176,567
950,658
465,672
62,999
971,506
815,134
931,8
692,365
318,743
893,805
330,542
944,153
243,657
69,324
265,778
407,735
431,997
222,791
527,173
777,199
296,760
256,151
577,236
984,65
24,845
640,363
987,893
272,14
560,710
282,986
176,655
560,692
957,400
189,117
189,811
176,376
31,297
754,71
786,46
865,626
228,555
877,462
128,182
615,22
681,536
130,265
883,307
241,152
697,709
952,529
688,989
191,972
219,625
217,82
688,642
491,13
519,549
639,65
531,326
608,437
433,3
912,629
622,922
758,615
981,672
75,959
597,23
187,322
32,499
545,684
128,258
458,150
309,670
276,343
442,912
944,478
429,242
818,513
76,952
433,805
589,596
290,843
526,454
751,347
459,116
597,32
534,419
603,976
937,810
894,686
71,503
625,213
648,865
490,723
67,530
784,367
710,534
568,305
833,916
999,637
776,392
930,860
583,554
713,543
776,271
698,800
719,417
313,23
719,166
461,925
182,802
814,121
699,858
163,701
184,511
48,452
906,250
140,290
253,682
456,119
973,647
540,106
79,18
436,151
294,603
495,348
529,366
960,630
153,275
141,658
129,249
941,746
566,407
87,287
678,759
205,798
789,255
711,520
450,540
92,649
640,685
628,333
560,393
504,442
132,55
763,478
526,888
154,910
351,107
134,295
268,741
203,813
275,970
488,454
267,620
375,242
401,23
471,970
