value,weight
942,840
191,276
288,410
36,707
842,428
961,202
810,525
596,36
791,205
787,770
607,380
531,835
747,204
282,508
951,357
996,125
190,837
826,744
787,833
130,142
378,205
151,640
188,412
664,719
769,917
423,296
320,530
376,352
138,710
89,311
261,866
256,412
652,12
639,829
684,524
501,945
297,60
583,373
687,124
980,63
444,271
38,650
826,286
315,78
43,303
651,971
13,210
133,706
213,751
682,184
263,927
35,200
483,973
445,788
292,249
682,8
163,745
276,371
152,700
843,874
160,221
326,763
722,944
646,563
611,580
117,724
785,821
598,303
309,628
414,98
97,790
455,574
409,878
814,399
815,704
130,209
846,147
637,555
696,569
552,979
387,966
286,238
478,19
154,130
545,262
101,10
994,768
503,820
476,450
415,587
706,77
30,765
138,301
685,856
52,272
767,485
441,793
320,393
353,828
237,604
477,917
990,600
355,218
342,320
311,345
691,426
350,39
457,955
350,735
713,213
978,115
262,911
514,305
96,561
78,349
161,307
979,879
333,1
518,305
383,821
86,928
279,897
550,940
911,199
616,53
197,159
901,756
682,300
464,955
793,283
83,2
547,537
376,383
999,640
674,649
856,830
645,921
310,587
647,494
142,52
754,819
149,41
426,311
968,255
936,369
439,250
65,534
583,547
673,689
279,650
897,821
587,169
488,986
172,708
445,306
128,696
674,390
941,271
340,418
865,685
415,41
174,875
982,262
761,214
97,25
185,178
471,187
940,664
762,798
637,961
411,643
138,382
698,601
586,406
759,831
692,619
15,966
978,137
86,846
317,300
315,411
466,277
73,372
321,1000
553,233
390,885
717,254
880,129
56,8
887,585
457,402
628,475
22,116
880,256
308,129
534,106
669,244
164,118
755,87
660,765
