value,weight
764,334
53,690
46,288
978,129
736,354
119,832
328,35
290,426
437,571
65,944
613,66
273,337
65,282
552,778
517,579
642,139
4,515
472,270
737,751
568,484
656,115
749,214
330,290
790,413
231,819
453,878
38,936
630,534
216,484
679,205
819,600
310,218
690,74
285,259
466,90
859,863
751,218
957,107
685,930
618,565
506,357
12,24
304,740
585,124
377,413
465,609
939,136
523,472
523,797
32,766
101,637
81,974
673,491
251,626
970,231
88,718
793,15
594,865
446,962
345,432
790,51
12,777
1000,974
844,841
793,754
99,490
871,499
236,573
411,258
476,336
311,972
557,524
847,716
820,373
317,758
584,535
92,913
323,881
358,935
718,553
329,340
196,796
764,905
752,984
735,780
739,496
664,686
525,410
322,712
837,817
936,867
692,51
688,787
67,822
618,910
781,347
111,807
502,663
935,962
475,18
315,563
108,414
257,952
4,110
261,447
729,248
988,149
911,529
348,85
791,275
488,49
516,109
344,799
438,511
932,11
655,529
201,797
211,895
668,975
581,267
316,286
989,887
580,794
749,853
750,803
363,637
355,298
112,618
790,313
407,73
857,800
401,471
630,301
29,774
768,151
454,668
659,983
396,353
389,332
756,482
992,689
979,911
576,685
846,357
734,903
453,560
463,140
69,657
607,63
349,384
695,211
801,559
742,24
18,978
347,328
854,942
1000,316
875,197
370,608
887,795
37,79
764,401
204,204
55,388
95,71
471,456
941,769
778,870
864,644
99,671
785,97
232,860
608,879
16,180
77,909
10,665
629,940
216,271
916,836
643,754
585,249
168,11
775,786
967,182
943,367
884,211
475,468
14,479
182,326
653,863
431,376
346,473
348,2
358,582
146,559
844,120
683,930
242,332
225,101
266,67
