value,weight
357,627
750,831
799,93
947,574
353,215
872,933
505,56
731,127
294,952
546,333
422,351
66,934
298,735
201,103
454,848
499,808
117,320
681,483
186,780
825,953
433,16
254,955
299,95
503,178
400,416
54,99
447,597
671,227
521,697
56,618
572,941
823,527
67,95
494,656
835,351
140,68
968,351
374,96
14,239
875,810
851,994
253,765
81,281
938,657
866,786
106,190
300,821
548,733
748,682
9,635
830,362
762,539
522,872
708,383
747,748
721,443
866,868
651,278
535,279
738,509
39,624
797,918
481,371
173,294
338,319
644,575
480,128
141,74
804,359
469,389
600,313
654,1
400,649
981,114
534,419
921,396
301,998
284,214
351,196
127,294
474,553
949,225
549,718
905,173
112,161
644,957
313,67
294,759
707,909
958,566
537,392
509,808
137,544
788,555
555,843
894,664
936,124
47,988
832,655
908,159
396,744
637,555
2,765
173,283
238,692
634,45
717,346
128,742
501,210
920,768
889,862
557,762
593,740
759,284
973,32
920,678
146,2
516,836
645,772
558,976
917,243
38,412
829,335
182,218
415,104
420,90
692,119
361,119
975,94
696,774
922,629
266,108
495,682
806,411
561,220
431,721
828,180
533,262
358,385
517,407
73,366
404,236
25,898
799,602
591,420
270,285
792,273
30,910
800,980
350,373
200,912
914,436
607,781
579,775
740,597
863,827
657,353
244,410
619,133
656,344
334,484
437,438
797,25
792,129
776,132
256,789
414,166
859,355
785,353
268,748
322,638
969,137
361,212
441,273
782,186
187,726
270,329
649,436
341,361
828,767
234,830
265,352
696,575
352,51
320,532
797,424
52,81
679,132
367,531
238,844
320,589
51,830
533,639
839,443
51,308
893,85
148,567
547,297
50,594
603,960
