value,weight
353,263
122,307
667,849
183,418
789,715
540,193
893,780
767,907
290,388
750,681
786,723
902,586
582,243
741,643
234,644
143,132
97,676
325,183
438,616
349,637
341,836
450,751
583,851
403,566
324,868
114,263
179,57
827,943
677,597
884,758
40,57
283,139
495,219
138,868
751,483
856,904
524,963
770,916
10,203
799,814
975,814
849,513
389,189
126,101
886,358
382,114
152,673
328,265
368,774
357,799
506,782
558,87
254,556
672,707
807,64
885,863
478,704
935,618
475,155
94,977
299,636
169,946
685,135
921,202
702,667
608,107
4,484
417,614
360,267
945,217
380,381
506,549
628,973
641,62
890,231
181,696
793,530
656,218
27,928
459,442
358,653
417,341
121,138
453,233
140,197
920,577
5,551
690,939
399,81
802,26
997,972
185,732
589,868
552,839
335,767
274,740
276,800
411,528
644,571
32,987
720,740
873,831
806,585
497,215
786,896
710,337
345,270
684,242
849,910
76,244
557,82
713,510
253,728
443,536
329,356
908,418
590,838
272,624
593,464
658,868
377,607
458,392
889,43
506,526
683,604
104,398
952,203
221,459
627,810
924,2
470,225
974,328
3,518
514,31
397,576
979,749
152,952
353,146
194,413
449,267
549,754
64,976
677,998
907,806
835,136
946,905
940,837
2,778
316,376
490,193
796,340
694,864
115,505
271,19
896,993
667,319
661,853
408,558
31,513
700,564
226,560
969,138
593,909
732,477
772,224
828,993
706,978
535,767
989,45
544,816
774,546
509,797
829,416
301,469
418,46
175,466
498,277
421,704
1,341
480,27
774,154
317,820
100,755
644,767
748,800
137,724
920,861
947,480
619,167
770,400
620,889
487,474
185,59
443,743
727,168
513,113
176,587
703,725
990,270
463,916
