value,weight
117,475
30,583
407,101
595,366
601,215
880,829
257,904
779,599
838,200
386,581
574,415
946,902
10,79
489,823
494,224
259,240
757,344
305,299
522,12
641,81
977,992
750,683
579,887
919,578
632,352
782,867
423,661
879,515
297,113
160,138
412,997
319,911
323,359
902,56
939,743
644,516
160,519
118,72
910,407
107,482
899,322
165,645
825,257
954,249
658,98
258,206
436,525
804,325
260,706
473,755
966,922
274,819
146,784
228,815
43,620
489,435
114,100
579,830
455,447
546,917
287,288
293,622
105,939
837,406
706,135
28,519
728,936
77,226
428,903
653,925
72,169
6,65
136,513
645,810
910,835
601,364
525,158
780,534
351,388
471,590
202,353
5,713
213,278
185,469
384,209
444,685
785,731
254,999
531,589
966,846
817,832
645,608
289,976
356,267
163,723
518,216
488,908
767,708
32,191
956,695
396,856
69,707
290,957
389,859
302,180
834,317
221,10
752,174
965,378
696,736
681,38
333,642
41,372
671,836
349,896
904,782
738,666
308,436
909,812
6,400
629,395
814,52
693,495
830,962
7,104
900,618
940,447
841,455
295,598
216,78
986,541
210,636
271,130
750,571
657,676
711,209
260,660
861,206
238,737
877,671
41,982
500,772
993,482
159,874
367,276
406,877
872,25
110,950
488,724
302,349
328,600
954,908
735,765
267,983
164,557
367,699
681,353
580,842
267,973
48,88
758,684
29,470
741,185
280,593
536,20
784,277
118,798
859,787
489,177
68,740
690,398
905,233
201,700
705,633
414,882
739,830
790,377
129,676
221,569
796,447
954,46
1,192
216,463
192,771
440,340
349,40
876,905
135,596
271,595
182,252
936,989
515,590
853,199
879,627
51,572
269,5
852,279
187,769
970,594
435,352
