value,weight
582,112
287,580
24,570
508,395
714,428
297,722
586,621
668,244
79,725
547,466
983,124
499,139
667,868
714,940
863,597
284,125
150,549
762,144
939,505
882,510
194,493
895,232
756,924
464,495
617,821
543,624
136,802
688,784
450,510
745,239
493,802
176,988
508,908
223,253
164,788
285,617
761,988
375,13
31,52
828,423
692,263
582,498
442,750
691,614
731,95
555,819
717,266
693,770
805,287
378,864
615,767
275,944
595,341
373,436
60,233
658,496
683,121
844,347
32,452
203,162
32,541
718,467
834,768
142,379
987,980
693,140
833,533
502,383
421,444
14,50
305,222
159,670
513,174
486,943
527,976
650,513
182,211
381,859
696,385
568,275
155,814
222,470
974,859
250,898
305,686
301,602
26,88
591,180
860,794
103,859
978,237
734,965
690,597
213,72
316,768
175,637
121,497
400,121
977,660
485,908
829,557
462,504
611,506
990,832
55,401
491,362
254,535
921,603
694,487
25,813
666,203
926,55
186,281
464,713
142,645
489,139
515,551
845,225
414,689
879,253
358,656
119,857
670,356
911,815
504,53
565,775
421,572
402,628
120,35
249,739
827,842
315,329
40,55
415,880
994,9
600,534
645,817
302,355
319,846
654,124
706,595
117,169
378,159
184,15
776,153
791,138
9,662
527,931
57,481
207,290
89,29
795,377
856,138
556,844
757,98
384,328
682,742
621,271
812,826
953,477
551,841
886,275
574,678
289,910
737,857
977,938
703,811
940,136
170,182
189,801
611,459
866,350
986,9
658,446
383,199
668,803
119,214
874,25
54,806
269,820
395,59
570,213
529,28
905,80
409,769
366,485
101,462
64,825
912,280
303,697
57,650
500,115
326,956
440,208
308,201
422,162
725,988
124,974
635,439
84,325
