value,weight
760,970
425,166
266,692
214,973
172,854
787,92
68,759
326,854
433,7
269,292
977,438
757,989
349,790
92,670
297,375
286,463
984,871
116,618
989,587
444,168
564,935
945,10
614,46
690,801
155,919
513,42
770,396
786,250
372,384
507,345
935,68
770,830
470,846
577,471
382,222
927,699
659,830
353,279
33,894
542,921
630,177
608,124
612,296
773,568
397,985
741,533
791,340
303,4
495,241
28,930
777,57
877,522
405,175
567,950
30,899
252,138
53,851
526,853
738,838
701,252
402,711
32,453
556,738
592,101
805,454
711,374
395,855
864,113
967,166
600,812
91,40
57,72
75,688
480,321
25,570
844,187
584,445
695,533
34,19
50,701
213,440
664,912
688,325
652,44
115,168
663,116
356,170
569,590
14,532
681,277
748,447
720,327
140,111
831,106
750,482
161,423
451,483
218,851
747,526
247,494
991,559
344,690
709,420
328,690
457,299
453,540
616,73
467,29
696,137
947,751
508,269
24,857
4,787
122,763
288,983
995,269
293,633
967,683
264,19
329,159
776,650
409,867
640,502
73,161
370,303
399,945
615,30
972,958
442,29
635,301
405,44
461,43
786,137
737,394
252,507
2,696
983,755
216,589
225,8
688,342
468,725
287,299
228,785
954,913
978,619
129,828
611,704
41,173
123,459
137,204
291,639
229,987
602,100
710,222
855,724
658,82
356,816
39,345
782,636
931,367
929,155
296,749
1000,736
995,736
739,163
691,660
881,581
102,282
68,336
375,91
885,5
772,520
76,83
228,24
65,769
998,757
505,888
988,539
224,816
943,366
125,573
220,479
827,614
259,898
371,635
872,511
343,248
930,827
434,962
185,419
731,676
782,117
1000,422
962,882
822,771
112,148
711,302
46,760
165,777
478,23
