value,weight
551,394
507,979
769,229
377,786
634,535
342,856
562,504
776,698
327,352
991,185
576,814
232,90
892,927
903,643
288,703
857,459
687,984
511,775
563,532
534,429
314,440
668,574
877,935
397,765
802,895
51,223
249,269
540,846
259,840
437,910
662,588
893,578
301,542
796,988
764,199
290,232
602,167
980,651
191,319
704,549
813,226
474,616
962,577
56,148
819,354
152,209
397,636
985,80
213,498
38,463
832,873
735,775
252,392
66,315
333,659
639,454
507,236
657,217
17,487
432,169
769,663
483,889
778,554
202,689
123,110
930,715
986,879
906,821
997,79
810,728
554,960
884,132
842,465
226,262
167,618
255,743
279,109
234,354
369,747
604,793
612,520
243,300
438,509
375,376
698,736
177,128
43,938
196,35
421,389
507,194
387,79
642,443
690,799
337,222
565,483
611,372
698,332
389,823
913,247
649,307
693,968
962,527
787,557
250,999
768,228
520,729
247,706
85,33
295,73
421,860
210,653
955,630
970,388
484,352
871,304
110,953
108,666
930,808
175,956
116,851
766,322
563,423
679,158
452,805
928,704
953,133
525,390
887,42
864,141
445,994
907,852
456,544
481,257
11,319
874,723
636,589
405,364
690,17
288,48
466,947
547,822
489,247
578,866
916,166
273,804
51,121
322,441
804,426
169,835
171,929
113,984
455,743
296,916
352,635
109,276
341,439
866,937
146,878
996,468
206,972
767,796
578,993
991,121
774,276
721,804
942,633
56,997
657,966
483,904
698,408
979,637
775,796
155,379
231,12
872,345
745,73
168,33
215,200
927,225
689,586
260,350
846,851
394,927
566,879
26,795
986,68
758,49
165,176
256,842
452,744
625,381
288,937
246,695
285,791
437,612
418,496
309,326
257,884
163,361
289,228
