value,weight
876,182
333,442
654,944
626,921
984,354
127,728
80,883
338,898
981,819
905,192
765,130
153,305
777,626
840,850
557,307
50,571
996,539
96,86
721,983
736,612
200,91
245,942
610,82
206,813
463,403
533,998
14,1000
838,822
992,252
783,373
307,656
158,602
946,338
341,659
570,482
715,311
943,34
701,435
581,98
498,589
554,685
924,256
48,716
601,716
521,725
617,273
75,192
779,64
35,821
144,886
885,197
593,254
649,403
771,58
266,455
856,710
41,247
522,65
718,130
153,192
38,715
156,129
624,542
508,953
809,570
483,434
471,307
172,725
35,802
308,520
135,828
909,588
583,228
484,69
693,174
264,503
316,73
819,201
358,479
62,201
57,140
252,284
428,465
384,280
7,180
187,224
136,998
485,650
146,40
845,449
568,307
828,203
840,219
635,534
226,790
405,899
663,591
574,31
783,498
523,554
315,675
188,566
193,144
220,334
973,583
929,872
492,813
887,961
812,253
215,891
280,225
292,989
792,783
350,63
308,875
991,633
441,813
3,495
580,367
29,339
380,86
765,527
92,954
749,597
342,803
843,165
603,626
592,954
110,817
927,377
569,360
697,351
406,749
973,934
512,959
734,156
91,463
724,649
621,332
116,746
960,305
723,447
544,269
206,981
510,759
237,152
543,892
149,345
295,807
301,360
823,899
489,31
870,8
58,186
123,640
358,814
24,316
211,629
18,96
279,539
461,279
356,433
500,364
191,852
855,959
999,944
645,401
778,302
568,116
251,15
153,209
168,956
800,367
280,188
709,605
562,121
149,988
696,863
444,44
611,786
305,465
904,851
295,674
807,902
63,175
84,827
299,292
470,943
86,390
597,271
47,424
810,233
668,562
398,766
146,175
220,40
387,642
882,804
145,101
450,107
