value,weight
295,981
168,169
297,223
301,944
59,641
370,199
387,42
437,209
840,482
108,407
216,729
204,752
692,649
219,553
280,2
261,578
591,666
659,773
220,94
203,739
699,82
152,461
85,9
793,884
170,450
104,285
57,607
977,333
219,339
922,892
854,263
265,105
933,297
256,626
157,177
286,598
706,361
96,338
912,249
821,980
837,236
543,271
347,803
36,851
324,988
444,920
510,599
414,559
598,308
123,173
776,212
876,45
956,618
70,329
13,638
83,725
484,182
613,336
809,185
692,359
657,458
607,608
827,557
287,776
524,609
46,401
290,258
87,956
326,625
591,687
858,987
256,467
698,27
639,836
56,429
147,38
927,392
94,208
689,22
953,16
260,627
447,155
575,392
587,615
194,691
158,199
115,813
232,409
685,327
544,616
587,42
631,970
387,490
974,949
597,437
152,354
818,246
233,438
450,409
718,281
558,858
951,893
388,223
727,717
704,78
148,847
231,548
650,600
615,28
618,322
171,104
79,444
211,230
329,886
495,234
410,912
516,748
430,542
759,790
808,954
399,389
104,62
663,641
344,308
873,354
382,788
134,905
411,785
969,240
602,640
212,743
356,350
17,212
720,437
915,174
113,19
598,598
775,440
496,899
911,241
803,464
670,902
843,756
281,772
569,742
392,567
474,67
624,840
554,702
232,263
530,210
388,518
481,727
421,361
262,535
641,453
3,779
998,268
237,783
26,978
136,646
439,296
519,595
634,419
538,974
850,999
648,568
21,581
387,331
606,30
964,944
811,403
643,422
275,211
96,452
69,784
176,403
243,542
391,579
470,641
684,560
299,458
866,49
546,589
402,206
855,714
118,339
353,246
793,277
64,974
962,663
797,592
527,665
401,301
213,142
311,991
838,593
461,555
500,932
829,698
