value,weight
648,122
145,414
658,36
918,181
924,854
779,196
316,911
278,734
889,111
429,44
177,726
877,669
637,446
156,598
257,647
878,31
344,495
492,802
5,355
276,688
20,959
801,930
334,254
274,401
923,335
433,274
442,332
578,962
948,968
403,825
447,660
274,798
214,582
521,423
278,830
71,251
115,662
257,951
785,726
310,897
230,201
696,892
868,320
405,976
605,673
589,517
655,636
695,412
983,217
916,162
641,497
717,242
429,263
47,518
734,27
484,794
805,619
598,301
466,670
893,492
154,47
888,101
932,170
928,989
789,638
327,430
147,47
928,961
343,622
768,276
619,184
705,8
987,824
816,625
649,154
164,867
360,285
199,213
682,475
706,405
133,640
256,424
24,765
20,748
843,768
863,388
884,858
961,350
542,204
673,997
116,7
584,527
988,679
263,394
142,602
889,871
547,347
498,483
547,990
551,958
639,799
912,538
773,228
112,466
745,811
253,916
464,409
491,597
232,969
171,783
364,93
896,977
556,803
210,211
912,471
659,165
53,969
175,83
352,627
233,735
64,498
281,227
776,342
425,417
778,303
919,769
719,54
492,622
122,525
763,645
341,484
165,515
10,689
793,234
156,699
722,560
199,275
240,293
345,656
680,78
500,109
191,763
260,553
594,289
202,763
345,236
531,952
313,485
435,715
185,228
163,951
541,515
474,116
670,14
79,764
154,210
332,816
703,913
134,148
539,271
857,603
704,717
56,576
859,272
331,275
163,172
177,597
102,850
12,512
575,99
869,245
836,424
236,243
964,664
81,73
798,301
337,840
508,299
696,960
975,334
405,357
484,639
307,726
771,178
899,827
320,543
519,424
474,363
882,546
593,11
115,276
318,709
680,862
922,698
470,155
736,876
7,590
406,640
245,425
646,983
