value,weight
613,40
89,289
271,99
23,416
928,461
844,590
680,518
70,616
781,822
429,111
782,436
94,272
146,13
237,193
462,197
95,689
861,286
533,133
529,218
156,643
400,374
122,420
739,21
755,59
32,861
1,37
639,259
234,740
913,198
923,636
732,266
451,352
435,988
386,370
442,373
144,350
864,157
258,409
293,957
110,379
827,984
536,758
48,55
958,954
361,152
814,831
539,858
767,254
363,520
924,925
534,23
973,269
818,998
704,369
67,769
277,820
889,570
695,511
391,581
126,319
151,829
673,551
432,368
88,207
937,468
528,537
824,749
608,939
475,165
688,782
296,638
634,666
544,87
568,540
645,608
29,101
301,67
424,360
31,569
426,719
474,446
393,370
60,835
693,934
264,206
15,886
241,192
610,385
443,971
569,144
337,429
520,929
440,205
799,476
523,889
353,34
816,210
851,373
295,493
487,833
531,206
648,837
401,99
696,565
654,842
358,927
733,504
563,527
829,607
723,306
928,763
433,948
352,898
914,750
997,102
620,719
738,920
16,102
61,938
218,873
284,528
497,773
197,852
290,715
822,454
991,435
83,604
837,376
870,995
539,480
969,90
366,302
959,727
97,293
872,769
954,291
283,594
448,839
150,886
72,113
817,724
223,581
760,8
786,996
295,482
929,839
640,647
562,496
63,113
289,687
783,334
981,661
422,970
510,49
587,338
915,813
520,511
392,20
730,818
836,338
965,282
928,135
269,903
932,338
959,962
700,71
822,595
495,740
881,926
360,126
337,331
933,530
873,817
397,426
558,79
863,663
262,959
621,94
877,359
695,712
810,972
812,393
224,453
372,693
944,121
280,426
44,791
491,710
478,96
626,614
983,307
542,175
252,21
723,581
275,778
1000,590
619,300
695,978
713,23
63,490
