value,weight
850,617
158,258
892,660
876,705
333,822
913,951
597,263
899,97
634,639
466,848
603,93
723,521
663,974
426,58
179,910
596,682
954,447
34,46
230,435
937,796
85,743
823,957
992,582
368,212
125,910
662,422
780,732
783,149
374,311
128,189
953,723
424,273
592,133
887,979
375,766
789,391
637,254
423,218
970,230
291,628
296,793
373,895
133,504
499,931
870,97
731,688
400,395
572,47
856,497
249,310
291,168
98,382
47,63
477,802
552,602
74,965
574,611
36,264
68,126
875,864
660,414
182,368
469,529
813,216
846,381
37,154
605,734
789,980
424,174
157,663
365,695
583,43
325,344
389,877
218,81
626,262
354,684
405,697
700,210
519,608
503,407
614,267
417,68
394,183
669,271
196,319
582,409
423,914
520,692
534,353
398,534
13,610
989,286
284,493
240,746
846,427
981,203
760,238
4,102
44,802
936,31
765,606
950,732
189,670
179,291
339,16
738,273
336,888
330,432
360,275
349,796
630,349
613,827
567,775
746,95
873,960
127,609
77,831
986,427
943,826
993,849
966,278
506,749
47,388
755,255
732,196
680,509
298,865
707,492
408,409
582,515
939,159
332,592
582,902
501,842
831,372
128,915
405,280
955,967
765,898
374,789
308,646
509,321
847,445
396,715
422,184
117,344
143,265
772,778
78,144
884,815
874,966
795,451
411,738
136,651
376,190
181,48
925,381
39,75
1,107
154,763
133,872
658,256
609,75
636,115
57,608
587,804
900,637
654,679
805,271
974,428
562,115
94,354
682,715
899,864
28,816
779,296
178,527
314,864
532,633
999,229
961,202
549,422
49,926
101,554
533,939
489,184
776,711
915,937
743,799
820,820
683,176
89,78
160,94
856,387
21,583
112,957
156,371
478,192
260,339
