value,weight
822,264
7,828
416,914
860,603
466,428
289,826
186,773
620,772
887,477
707,218
183,412
971,819
603,524
426,868
823,221
524,693
510,525
138,328
955,273
714,30
650,869
399,504
476,132
48,95
385,885
463,856
160,738
480,496
26,94
641,719
5,394
680,604
604,644
167,853
60,396
429,169
569,820
631,37
135,532
596,399
292,935
670,266
698,774
675,22
939,783
403,803
581,562
85,178
645,263
914,744
479,207
115,664
971,429
853,4
764,9
890,504
787,537
916,795
112,284
747,402
784,877
574,115
210,552
478,619
619,164
309,196
585,725
566,879
445,900
830,514
833,718
807,606
777,310
470,247
503,560
970,193
958,51
885,539
696,841
224,979
75,14
166,982
310,299
618,602
681,286
501,874
906,424
983,940
388,114
95,227
346,797
598,165
538,165
645,360
356,888
903,85
217,361
680,753
777,772
437,372
477,797
30,1000
323,314
774,256
343,913
291,738
102,871
945,171
582,319
601,845
874,27
150,175
738,297
552,161
766,781
153,35
275,887
53,977
150,649
431,181
294,504
991,217
806,196
911,71
912,53
85,247
173,596
922,292
800,883
377,435
115,282
19,801
264,607
471,720
898,553
320,398
213,337
974,59
87,494
646,508
738,627
21,633
410,927
824,743
1000,297
7,546
281,910
799,243
369,737
255,962
961,341
755,905
728,154
516,636
333,786
880,456
10,390
285,487
164,338
561,381
127,641
294,891
278,518
153,446
977,969
449,98
647,179
940,704
114,710
37,809
243,699
930,254
794,521
394,86
399,503
116,347
951,814
394,433
526,950
301,140
675,195
834,373
9,140
417,360
289,313
814,869
629,990
608,361
8,864
359,289
441,250
36,355
6,396
400,24
308,937
46,890
21,276
484,854
715,439
252,285
