value,weight
710,416
727,724
808,906
212,811
218,428
281,930
434,925
572,300
343,581
867,970
383,700
91,851
891,532
138,148
431,493
116,909
518,149
514,512
971,41
898,902
106,893
903,776
548,340
632,343
801,949
383,736
832,322
272,208
602,326
537,551
165,338
832,220
348,380
111,453
308,4
925,721
377,652
887,709
239,364
716,727
244,607
406,386
954,798
307,782
147,471
899,139
445,858
829,586
133,239
450,624
695,647
603,384
995,517
685,572
468,137
122,512
539,953
988,595
192,116
939,994
536,213
78,763
234,984
814,507
603,348
925,252
985,917
630,727
821,356
646,330
361,862
455,894
689,798
806,551
127,496
938,225
734,243
389,219
696,649
528,331
347,566
758,494
646,739
338,658
409,238
701,146
434,112
23,700
916,786
735,595
66,357
462,13
386,85
77,1000
748,8
631,533
313,225
960,33
929,236
389,836
477,685
598,848
387,122
558,32
631,425
91,114
598,207
969,739
118,503
825,229
82,851
374,295
290,313
640,609
390,269
169,931
683,871
261,377
886,609
983,109
230,352
215,577
942,36
263,327
320,53
957,719
277,268
442,956
480,379
857,131
51,370
75,921
136,159
527,560
802,745
40,262
429,857
998,115
207,142
286,244
770,11
925,97
442,695
464,119
224,441
223,954
201,158
719,203
329,993
303,986
833,301
67,433
600,170
828,428
557,826
376,584
986,390
949,55
516,498
169,637
55,89
702,859
334,358
17,982
569,81
921,610
943,195
940,624
410,886
237,465
227,939
994,158
954,33
130,78
767,807
916,891
431,766
914,841
646,94
333,108
955,979
98,533
137,604
577,640
817,505
614,253
805,166
152,897
104,800
415,881
825,202
572,595
686,836
360,488
956,321
670,970
317,564
844,734
795,87
420,245
