value,weight
962,465
438,10
500,668
524,497
581,822
921,847
997,111
947,217
826,535
306,96
755,157
603,841
375,966
714,778
571,638
4,466
594,823
658,862
214,667
753,924
629,719
967,37
272,374
784,612
709,846
742,190
108,796
991,437
798,727
232,357
793,131
920,657
496,397
943,379
479,158
645,191
829,70
167,194
866,398
523,300
344,769
637,127
877,480
515,523
662,409
883,704
536,99
180,639
368,521
713,430
75,728
610,662
23,975
645,234
848,826
842,309
822,195
316,464
988,294
683,624
908,78
326,720
93,745
477,328
862,197
421,98
205,542
725,132
48,718
341,847
837,551
935,107
61,208
53,573
594,145
306,582
578,492
901,17
700,754
863,904
583,207
22,755
81,628
674,127
941,671
996,47
54,721
383,154
344,20
542,985
678,974
149,762
141,718
852,205
848,626
118,979
533,339
480,606
204,638
92,338
288,791
845,758
238,924
405,894
891,779
539,640
890,937
312,672
794,248
784,891
141,620
406,229
61,811
479,327
122,959
857,64
719,625
869,431
250,467
391,898
57,1
742,918
370,909
695,132
995,255
212,724
928,837
778,201
27,644
928,65
294,427
235,687
108,40
526,62
245,650
111,508
560,395
733,576
835,967
773,162
990,405
404,182
477,553
207,717
172,571
558,776
845,96
223,305
460,522
30,120
12,503
562,438
923,435
451,946
912,963
880,62
205,48
261,165
687,563
393,203
578,315
725,256
602,416
97,539
44,3
585,96
291,788
900,69
710,503
605,263
342,188
498,211
286,842
946,723
531,560
580,272
299,344
658,767
842,720
500,665
71,445
697,42
69,310
889,646
221,362
733,555
313,8
232,175
819,1
335,207
436,868
147,936
409,638
200,278
856,3
397,503
816,669
796,491
398,192
92,379
