value,weight
283,889
636,301
253,139
9,476
15,141
726,627
903,862
545,197
124,438
72,451
956,845
8,708
896,821
191,877
972,390
193,254
883,86
239,521
272,954
831,791
423,190
740,849
641,277
493,48
294,806
932,777
605,339
445,129
687,39
406,960
554,667
645,293
569,317
132,910
201,221
786,106
78,901
932,798
252,141
241,344
209,48
683,867
271,823
600,183
32,352
624,692
714,507
754,803
162,288
167,17
156,120
912,689
800,670
314,949
841,290
223,985
616,394
113,652
629,813
760,115
141,790
371,988
143,145
531,852
912,357
586,701
862,326
619,576
994,349
315,467
846,487
460,759
30,295
971,328
828,513
927,642
107,988
210,516
365,570
653,460
912,927
851,503
995,652
583,91
982,799
930,763
839,617
716,949
409,491
76,700
967,782
363,446
743,462
266,449
641,505
292,582
838,274
29,354
886,805
738,61
586,494
659,425
448,979
51,161
644,338
672,75
763,968
670,748
659,128
86,398
879,412
251,336
543,842
381,290
267,502
726,132
496,608
698,554
603,570
52,278
131,129
716,2
843,413
316,232
677,854
786,64
266,453
343,453
925,36
638,324
504,179
184,66
541,720
844,297
719,890
405,751
922,266
235,92
4,279
355,173
879,276
298,770
95,56
253,736
653,242
420,427
214,759
188,92
454,538
948,723
318,198
376,154
5,603
497,741
82,371
349,577
367,279
490,416
769,571
158,990
164,874
683,396
907,191
454,111
822,898
862,963
172,4
697,465
647,407
434,938
264,668
79,31
47,34
207,95
356,680
385,60
156,951
263,698
19,519
426,773
304,532
807,510
374,885
422,33
686,10
171,614
722,679
453,290
901,185
12,290
510,211
105,876
483,573
565,905
241,426
819,75
922,357
225,839
320,608
113,214
