value,weight
880,546
961,966
786,540
390,77
548,854
459,820
692,511
302,118
337,383
349,492
401,758
317,653
493,118
948,958
777,511
406,247
664,183
804,386
821,147
860,928
292,271
49,146
974,326
306,425
539,951
473,482
282,540
682,106
836,352
955,585
191,188
698,638
166,214
49,447
654,350
999,475
387,422
305,615
233,486
926,233
430,513
328,508
740,808
413,272
501,153
989,349
223,988
999,532
415,729
148,722
209,777
797,706
917,719
807,734
558,787
692,290
429,411
238,77
426,254
797,372
778,703
136,453
68,130
760,45
797,222
519,902
947,951
896,537
479,894
184,44
355,112
57,40
355,256
472,473
337,362
4,203
472,541
447,197
34,747
378,53
173,40
784,168
856,45
836,220
979,792
263,252
796,514
441,470
454,868
1,637
756,727
152,927
388,895
223,250
446,866
25,823
323,915
858,491
971,934
399,726
991,679
952,938
741,324
896,754
425,731
853,228
864,241
979,813
464,553
59,767
260,5
784,241
780,795
666,811
600,551
651,541
349,977
247,707
632,323
281,447
920,74
345,547
32,246
425,289
74,303
159,857
343,542
732,966
458,101
699,149
373,764
989,779
898,913
265,314
28,603
186,128
767,691
552,765
785,656
184,886
484,917
415,707
244,169
450,777
266,691
561,532
747,328
177,829
779,411
161,892
227,471
61,251
362,284
366,294
967,244
906,322
668,816
695,129
958,68
235,319
569,203
824,733
352,832
251,504
859,219
427,740
705,589
102,890
716,424
975,595
53,301
628,648
980,163
420,344
73,97
574,29
921,40
572,595
136,64
959,174
765,789
852,735
243,846
515,538
635,907
96,527
431,512
202,595
834,754
65,715
99,476
374,237
16,142
442,466
470,963
600,12
359,270
726,376
205,425
238,503
