value,weight
814,536
751,132
504,74
332,291
338,428
977,994
962,869
692,980
527,349
467,914
559,156
939,475
523,540
506,300
383,461
812,693
470,237
74,376
755,297
466,398
466,157
791,96
396,996
848,871
233,789
231,184
624,10
792,928
338,542
649,999
589,330
600,828
812,540
751,277
540,308
861,841
33,396
423,677
479,460
444,759
540,927
214,762
962,238
51,910
627,575
955,3
285,618
997,890
237,799
610,424
183,47
355,760
83,797
133,652
532,345
218,344
307,913
132,123
992,36
107,690
656,549
966,819
970,728
974,435
995,212
885,612
633,437
470,959
557,716
430,818
393,150
159,702
881,606
142,791
215,184
490,497
294,115
629,195
696,305
240,923
843,214
102,214
806,139
66,370
441,710
349,466
938,744
71,948
772,458
783,499
618,957
302,365
442,813
821,928
620,384
663,237
897,713
760,129
753,604
333,676
829,437
502,904
579,250
774,768
87,969
91,674
6,367
409,819
926,719
913,445
562,115
814,671
410,921
272,665
830,77
481,867
811,559
565,201
46,385
927,965
214,232
831,177
926,260
911,687
800,53
805,863
45,412
642,620
104,963
833,891
859,122
139,593
928,279
887,960
866,913
416,102
213,233
614,827
759,846
158,580
338,403
989,113
362,127
688,151
488,81
359,434
225,38
391,275
401,177
183,602
153,549
963,113
744,306
900,772
645,578
136,440
370,742
613,487
636,746
649,173
263,793
358,291
870,582
33,142
265,801
241,506
879,803
940,528
522,94
589,297
795,515
10,222
82,929
114,126
23,871
444,531
703,414
290,321
494,910
253,12
755,843
290,957
465,148
1,440
145,849
142,469
13,550
792,57
512,136
423,401
689,850
556,995
662,236
960,976
660,9
286,946
77,668
444,710
595,439
676,845
