value,weight
439,546
227,875
161,221
81,994
386,535
334,960
162,8
376,226
135,104
503,937
776,750
352,122
180,935
967,923
896,975
97,27
47,608
887,959
579,300
718,301
770,464
524,846
597,791
629,365
570,311
323,455
273,205
332,558
835,424
333,742
174,532
45,546
397,278
740,940
660,807
786,432
410,999
236,675
295,151
824,525
765,250
562,384
218,953
688,908
27,42
1000,193
613,932
377,488
701,474
926,343
696,313
575,495
276,480
898,883
37,435
871,110
259,652
729,17
97,319
624,761
169,999
339,537
154,338
538,577
755,294
546,771
738,71
970,669
373,535
626,192
82,104
532,68
106,601
562,566
791,202
223,775
55,301
738,34
17,203
260,145
532,720
835,812
774,301
743,80
74,688
729,400
571,274
588,795
597,61
147,562
107,639
506,291
538,719
769,510
957,603
339,820
146,196
317,103
713,359
601,771
693,208
530,23
499,365
34,775
704,740
320,105
743,42
109,601
831,257
645,244
418,477
179,750
522,756
572,800
495,440
774,849
516,650
138,560
263,916
668,779
702,522
787,135
167,998
452,61
688,704
473,957
277,414
407,706
544,637
925,690
195,292
512,16
705,809
67,159
778,267
356,453
621,884
362,721
408,48
106,683
579,854
393,711
610,634
556,894
497,948
267,529
242,689
76,386
481,91
219,601
985,296
767,623
168,932
664,427
685,316
837,567
842,585
810,94
348,980
814,228
343,244
338,609
47,961
638,164
313,916
414,145
1000,13
657,534
779,80
898,416
963,877
839,700
315,891
967,652
240,649
545,969
648,633
735,608
399,369
369,906
540,486
110,11
522,39
726,159
906,987
434,100
286,577
709,712
352,778
508,336
9,333
824,177
926,135
597,255
437,348
690,576
605,614
617,764
891,9
457,188
