value,weight
109,395
774,239
143,261
67,54
473,567
216,349
385,1000
851,807
126,720
146,277
598,159
266,558
578,743
921,255
406,816
547,240
717,408
241,347
322,36
393,449
793,280
142,627
147,399
719,354
832,904
902,195
239,933
191,947
609,913
816,66
644,933
591,487
179,255
486,480
419,655
76,188
624,95
910,712
254,335
955,842
147,962
709,493
441,721
330,785
698,890
162,54
788,581
364,37
852,242
817,435
318,762
514,915
610,504
156,463
811,956
817,275
986,476
147,158
335,551
258,205
159,960
685,974
865,763
333,222
82,183
604,583
776,648
981,306
540,71
253,877
632,953
710,161
592,809
317,354
974,459
473,668
861,222
524,190
703,204
487,886
970,201
941,945
357,766
633,237
792,281
644,277
817,699
342,359
563,581
654,118
737,992
349,808
841,624
884,483
75,219
926,368
168,612
847,436
656,23
852,999
748,496
541,611
546,245
389,371
46,236
634,253
125,506
216,174
661,778
8,336
369,126
997,138
713,348
39,340
413,192
232,262
274,690
820,660
805,548
502,832
901,123
6,12
813,911
830,578
543,104
620,234
460,263
913,783
599,678
24,886
730,381
330,780
287,802
166,811
977,388
807,913
260,556
501,326
910,441
389,743
641,758
468,900
945,330
375,634
855,708
758,117
816,153
702,982
520,516
230,637
520,808
162,116
751,565
651,119
828,349
623,331
689,705
908,842
739,381
136,880
542,836
93,870
333,601
808,937
824,852
576,685
702,422
859,259
897,561
620,228
890,214
985,201
489,108
777,673
38,250
715,14
894,625
25,564
189,529
100,319
34,694
105,128
672,471
776,851
296,876
325,640
612,113
319,292
775,867
246,12
536,237
387,878
157,39
439,931
403,996
509,61
908,671
147,625
850,946
859,912
